x1, x2, x3, x4, x5, y
1.255491227664790044e-01,1.836830478596468419e-01,3.479990720174718222e-01,9.307479528369173583e-01,1.230343387477248029e+00,4.029540527299305452e+00
3.511471945621482682e-01,7.298623748459499572e-01,5.969245749601982398e-01,2.991521761137695412e-01,1.655320266108419869e+00,4.047086994590218367e+00
6.409033694012059579e-01,9.181813568449470608e-01,2.608820786090172428e-01,8.836914629693864986e-01,2.068352259255353154e+00,4.931511313651443906e+00
6.860655895526237558e-01,7.619941195576919180e-01,4.421835192599683495e-01,8.924277911187439294e-03,1.496516974630131003e+00,3.919483749007554252e+00
2.445736072549962170e-01,4.108230238005070589e-01,3.462292280523896482e-01,9.756249200529555354e-01,1.528988891574386111e+00,4.342348941616221758e+00
4.051454417135246233e-01,5.829605437654866718e-01,6.539414310364143335e-01,2.085392412753650504e-02,1.397249455781650607e+00,3.686796522375627827e+00
7.784766378375556073e-01,8.191371545023613532e-01,5.984630465245199815e-02,1.166876116982467071e-01,1.314916164944913479e+00,3.959166901261760518e+00
5.012136494310527324e-01,1.992079077797683784e-01,8.827804816462028192e-01,8.636887451229480206e-02,1.325365873703907127e+00,3.652291112244192561e+00
9.431182665565314149e-01,5.303816885979522056e-01,3.041046593233933670e-01,1.695678362263509653e-01,1.379572230377561493e+00,4.037777657628032202e+00
9.323002303364275045e-01,1.348276542994953919e-01,8.192368072835539694e-01,5.151675034369520567e-01,1.720528818248500347e+00,4.401484886051055589e+00
4.537052869016032774e-01,8.843814147498713085e-01,6.745725076554816013e-01,3.774508869227151120e-01,1.975778379619693492e+00,4.393747962999902335e+00
7.806965438219037878e-02,2.696725873127835404e-01,2.340104252342303237e-01,6.422706483363433971e-01,9.734481132908197054e-01,3.648428972493960920e+00
2.579578476485839822e-01,1.054251306058722193e-01,8.659878540777555811e-01,6.075572766456227569e-01,1.470624830986966725e+00,3.971157520192290402e+00
9.606351858849051517e-01,1.396659500129653342e-01,2.786369721656539733e-01,6.749760199463580301e-01,1.339294205572050478e+00,4.325192301989428501e+00
4.521172656481785568e-01,8.651941652777380698e-01,8.671998439856787311e-01,5.793396232646861321e-01,2.287678609147354880e+00,4.731002178977614214e+00
4.011386351513900328e-01,1.240277063170914795e-01,7.648225349925485972e-02,5.793461312198433522e-01,7.986952304182677320e-01,3.639098038792153211e+00
1.876666621423993542e-01,4.329754672328836040e-01,9.231539368610541807e-02,5.823095698247825469e-01,1.014683291265859877e+00,3.724817814660092097e+00
5.676880519003245640e-01,3.924954468673194086e-01,1.763058807842962095e-01,9.307603589702990732e-01,1.481392579240293772e+00,4.444633860751411092e+00
7.549850973159222267e-01,7.287727064015824263e-01,9.596785007297049530e-01,9.718726799049826059e-02,2.048862086766291668e+00,4.328723827201830687e+00
3.434668866974949220e-01,4.159584749952521809e-01,7.237254378501797314e-01,7.087192083354648675e-01,1.753810363527998462e+00,4.323112354284037728e+00
6.994588215332109282e-02,9.942089571370279488e-01,5.543188415875235364e-01,8.254803694115165902e-01,2.105908133647607539e+00,4.633714939997476634e+00
4.655199372211316078e-01,2.370598686790578169e-01,7.664641250158931163e-01,8.376200127613211421e-01,1.769021428297031573e+00,4.446567818110145787e+00
6.195402236782903138e-01,8.258351613736351071e-01,7.711791402054765099e-01,9.404124033987176778e-01,2.494251475047216449e+00,5.184931226684265759e+00
4.789831456455128089e-01,2.413507436896710212e-01,1.562690366476008341e-01,7.517441009600043245e-01,1.147553167984660005e+00,4.021717328406084313e+00
9.894929489428493374e-01,8.360998518596604034e-01,6.407926848527614183e-01,8.815562366623698187e-01,2.510146782374191421e+00,5.348132199932566166e+00
6.003229560416091237e-01,8.199035435340084055e-01,7.806056158888911023e-01,1.047814557302340077e-01,1.895223291348798744e+00,4.202996870264676055e+00
9.742828631041815513e-01,1.675371702825743103e-01,9.960713000886066704e-01,4.974181937043318236e-01,1.924541495525695423e+00,4.525726678585112239e+00
2.834745693808483624e-01,5.725900606594280795e-01,7.505108861783306162e-01,9.180579486451023730e-02,1.463292901489838149e+00,3.712051894510065342e+00
1.748984601538317030e-01,5.228637529698365594e-01,5.936318444225163748e-02,5.646237703322651846e-01,1.050304204196968350e+00,3.749833193873818526e+00
6.729862826326680203e-01,9.670299404573475810e-01,9.914875812400547606e-01,4.128583503234888319e-01,2.490611007725028969e+00,4.832404549365130642e+00
6.928581178432370313e-01,5.948531460715217323e-01,6.964859058390332480e-01,7.507856111967753376e-01,2.094378827346934369e+00,4.773453953283089746e+00
2.681862831958637949e-01,1.949505659255469370e-01,1.333968363766594445e-01,3.764539864959247639e-01,7.165099372902244967e-01,3.389477042812422347e+00
1.647358504555896941e-01,6.826960966527187979e-01,5.848911625563020245e-01,7.123937947223996092e-01,1.796192888012500211e+00,4.342860596245099458e+00
1.700543284413407186e-01,4.133814164376026223e-02,7.375694157025408648e-01,3.302794958079900978e-01,1.048246502698476856e+00,3.444691419747877958e+00
4.116912636873157894e-01,2.649799000346737543e-01,5.199610490346044944e-01,5.979002746184564066e-01,1.367863879829812834e+00,4.015531720537016014e+00
1.096015229043000305e-01,3.220542331895470678e-01,1.217957910381354258e-01,4.900880136408484189e-01,8.315804424421070484e-01,3.490834896799496434e+00
2.859591409971118381e-02,2.480833514462480460e-01,4.798553496019883902e-01,9.602506463360511724e-01,1.381537709730535468e+00,4.086756720515193564e+00
2.416822624852552615e-01,9.514687898472322658e-01,4.068119873399393960e-01,9.789851152397811562e-01,2.117659421739447545e+00,4.831749082617840862e+00
6.042312023379020625e-01,2.859124878925586311e-01,2.645632404794213688e-01,3.619263298632344750e-01,1.079248424910630444e+00,3.778007951414713794e+00
9.492322722268904389e-01,7.456074995346835266e-01,8.181166986890450188e-01,3.867486333620766548e-01,2.223513052153303970e+00,4.772395974425633902e+00
1.478195954269515555e-01,4.358763961332454695e-01,1.000995180220676239e-03,6.384244520723710847e-01,9.523436132408195087e-01,3.706687786064859047e+00
2.863767835779924553e-01,4.503744889166297893e-01,5.872683994572528432e-01,4.865140755788066595e-01,1.474291455410542406e+00,3.983767837320334237e+00
2.833139699273092837e-01,5.902660686040880345e-01,4.486916276335953802e-01,8.872864875631633064e-01,1.763485946628938761e+00,4.501036753617009722e+00
1.156412064903498127e-01,4.261755287527904112e-01,5.802501096819873139e-01,7.820646225778713490e-01,1.573590318363287777e+00,4.166421967504788881e+00
9.630042988120229852e-01,6.531756911856300141e-01,2.646639261252311526e-01,7.256239201565690689e-01,1.857286615020478093e+00,4.772156140823826220e+00
6.635032521032535602e-02,8.361434597969443772e-01,8.345637661378696448e-01,5.120185673410594385e-01,1.988788811003419088e+00,4.297308527437775361e+00
5.520810948481413849e-01,9.410154469935898547e-01,2.631096125071390457e-01,7.211225674508724426e-01,1.936799770217722871e+00,4.698238943760721931e+00
6.824164006238110369e-01,5.791474455745914129e-01,4.109658182828457296e-01,7.237857342210863854e-01,1.794222671285981008e+00,4.565874412326115461e+00
6.243684809265571678e-01,8.571459282493544274e-01,7.700382846045683571e-02,6.106548295579009578e-01,1.642688008251449006e+00,4.464257245620827597e+00
8.179938874619741007e-01,6.889837410200752021e-01,7.444477935252546974e-01,5.702819226897221094e-01,2.170438010467101275e+00,4.767187938983098228e+00
3.145040605042873638e-01,1.711333958181330273e-01,4.603522073495821543e-01,4.508679640830780544e-01,1.067411495665342880e+00,3.670360581237278819e+00
1.069654877854258057e-01,2.822982773788443867e-01,9.366143924971220835e-01,3.928085577227248271e-01,1.485046968312037530e+00,3.781001818605957965e+00
5.175764989449607167e-01,4.040138777970158079e-01,2.609885066566056677e-01,7.014314979950975193e-02,9.367751648435552747e-01,3.466363898550513412e+00
1.528137600663798112e-01,9.667832639998655830e-01,6.945395671380996117e-01,2.719535398392322056e-01,1.856654426865600893e+00,4.110583227193028044e+00
1.892186190199655060e-01,6.600950453839222742e-01,1.021031235498315315e-02,5.469875722499608628e-01,1.132978853768194405e+00,3.831054066806040215e+00
9.766407200165254654e-01,6.522130597934755469e-01,3.641547458859650810e-01,5.975543558660999510e-01,1.865947807294499494e+00,4.697308894086233089e+00
5.140675709477782185e-01,6.866504168981970579e-01,4.968546472700613448e-01,4.924183487112611113e-01,1.735898465880985286e+00,4.309950255031267830e+00
8.373294951655734231e-01,1.954359452450760148e-02,1.766482096954625769e-01,3.795195799436461570e-01,8.618338124297288960e-01,3.699197884318343732e+00
4.836488296422336575e-02,4.252140094153757932e-01,7.493379144479868081e-01,4.146117428633677715e-02,1.172130593517813013e+00,3.354557829635803401e+00
6.448596274878761747e-01,9.265083450839822765e-01,6.209576551461359895e-01,7.230206287337513915e-01,2.305934810010001446e+00,4.943861783858822356e+00
8.948567885347656903e-01,2.688120000222360417e-01,8.008834963290062392e-01,1.022594518219910320e-01,1.524542644900572341e+00,4.007647759450331471e+00
6.195403144804960682e-01,5.262042863630259637e-01,2.843227564205076385e-01,3.799274592608339329e-01,1.344560963943528531e+00,4.017022407567891307e+00
6.937835259890811068e-01,1.876017850779920781e-02,2.831073563424686412e-01,6.756600872738742769e-01,1.103916068060448064e+00,4.004013030887742630e+00
1.139437325738246187e-01,6.299649763726500318e-02,6.995623733238682807e-01,8.509606257799475770e-01,1.379488409375109192e+00,4.014063804658882795e+00
3.418731035120375905e-01,8.907999469523278924e-01,4.128958288185535785e-02,9.239487369898411462e-01,1.725254234978874646e+00,4.601167067796472665e+00
1.668797409417621669e-01,2.274693402219708505e-01,6.091211308395486634e-01,7.950064970402979103e-01,1.435939585401378782e+00,4.070484111726148768e+00
1.016888764661006972e-01,5.860337783109232923e-01,6.863382947082374841e-02,3.451440303897972406e-01,9.299349355197545908e-01,3.509698717781026822e+00
1.236528469115760753e-02,1.453370554574825446e-01,8.977004269653233726e-01,7.790222299497043812e-01,1.539191463327469478e+00,4.025483317093692115e+00
9.547499315213601179e-01,3.603995337759892115e-01,5.352916311898380242e-01,8.528041957328861278e-01,1.913994572720386200e+00,4.834474238161487136e+00
3.080891843559178112e-01,8.061902349796905565e-01,1.656302304578205487e-01,8.189264774429021454e-01,1.663529206676736205e+00,4.432883663996957324e+00
5.879310301499888203e-01,9.452819169995133608e-01,1.881426387587040727e-01,4.014656610431118766e-01,1.661044457237384364e+00,4.325956289904739016e+00
4.646871094406740399e-01,6.261461625880663240e-01,8.440224928388160297e-01,2.869532861934771528e-01,1.826329560621452908e+00,4.184015102776135642e+00
7.294746960857981799e-01,1.379277297113657985e-01,7.948213761123900101e-01,6.143337893230874647e-01,1.672354163571213137e+00,4.331690330421390733e+00
1.314463981672153725e-02,6.017863958441397321e-01,1.074968211812841190e-01,7.473422989321971688e-01,1.225519572540000990e+00,3.932520493889672952e+00
2.471056930890050962e-01,3.396414313724387402e-01,7.835381154629585954e-01,7.846228836129569562e-01,1.739175912379186117e+00,4.307371522604820591e+00
3.730295700887951149e-01,3.947017292163849111e-01,8.706694764125334496e-01,9.068467044957296830e-01,2.020973600772137502e+00,4.649217865201359601e+00
5.812051373750442007e-01,7.134286138908669805e-01,5.157939901986410280e-01,8.020085462772211793e-01,2.028624465317847125e+00,4.749167641295564124e+00
5.151798516042811471e-01,1.088578495915633049e-01,5.329158179895080449e-01,9.908110902831120947e-01,1.560422318393092977e+00,4.426588017556086996e+00
7.885150558962470413e-01,6.738897483001426991e-02,1.460330894337826813e-01,1.284266784070767775e-01,6.771371592297660280e-01,3.412653826598643469e+00
1.637466187046719979e-01,6.491119806287636296e-01,3.900508845673034131e-02,4.212882094557308665e-01,1.051353991340230554e+00,3.677653977817457953e+00
1.002924034035796996e-01,6.930263850438705964e-01,8.887932457946240428e-01,2.458328037154301482e-01,1.729118273144581774e+00,3.926102290514455362e+00
5.864502652553381656e-01,6.019874605456576599e-02,9.834558751447868286e-01,8.189440383233683729e-01,1.841899744155764296e+00,4.496928647079387886e+00
4.466568287828071027e-01,3.692306267424003696e-01,8.143785591790396738e-01,9.162760666404468068e-01,1.986517876374853886e+00,4.651426580232336683e+00
1.609079819309845449e-01,5.765088450277665588e-01,4.494013115792474533e-01,6.346277542522853476e-01,1.509144077729414279e+00,4.087869633624099386e+00
2.830061203639893108e-01,6.419984148210020614e-01,1.508660572320027482e-01,2.264880007231652170e-01,1.064204478907757823e+00,3.585252685832671204e+00
8.299934623583169468e-01,2.222988193694865888e-01,6.742119487306359460e-01,9.660062840088720071e-01,1.937496964498491625e+00,4.809183047823534451e+00
8.735475999917731160e-01,8.469910188096627657e-01,7.120964268513987339e-01,5.066863270970182187e-01,2.270148259958055359e+00,4.862624359676573249e+00
9.791769775593844871e-01,4.521350409202286036e-01,2.756241567884464283e-01,6.367645811795320521e-01,1.627113801891685085e+00,4.545888765420341926e+00
9.069179084540368585e-01,3.402736346040271531e-01,6.586444335530526883e-01,2.053510836554096608e-01,1.531808381427170351e+00,4.083918440313444975e+00
9.708199223198549221e-01,3.652423178422724570e-01,8.408783867476339324e-01,9.901054830670930063e-02,1.683408772248708773e+00,4.152684651462555721e+00
6.101064271890832558e-02,3.136525475358882264e-01,3.847387905232231287e-01,5.649397928075605702e-02,7.406032392032901868e-01,3.071852741167528045e+00
5.851329480780128600e-01,5.268190774093320927e-01,5.019839492014673832e-01,2.009623747207012201e-01,1.411170187101275397e+00,3.904695137609677680e+00
5.501474945894749835e-01,1.755971601532265725e-01,6.301905752144800754e-01,9.725813655077230058e-01,1.714155891605382287e+00,4.549082539814087944e+00
8.379865550009572006e-01,9.036762168613509116e-01,2.249420460656241794e-01,2.435676499580828880e-01,1.667215567468623538e+00,4.314271768952482766e+00
8.635167795575996452e-01,3.350478589120565731e-01,3.627829145971879221e-01,1.607343321137167935e-01,1.200298749745410509e+00,3.860092713940581177e+00
3.901547191089701494e-01,4.485124395510791118e-01,2.111109566712114916e-01,2.782933477267071076e-01,1.022941937043948535e+00,3.613127607851209788e+00
1.657357074244206752e-01,2.818638498230313649e-01,6.311071067539291146e-01,3.990041691274908153e-01,1.235512165864058431e+00,3.676933028710160922e+00
6.634936452736065471e-01,3.015331830083600728e-01,2.368515285708081564e-01,9.247037812755652952e-01,1.495425177864525779e+00,4.468113903443775570e+00
7.784988050128314185e-01,2.592678735575448812e-02,6.025415387622229391e-01,9.766753643420076347e-01,1.661765405574042065e+00,4.591549105563790256e+00
7.539903507139276151e-01,2.060008291491783883e-01,3.641317837868791596e-01,5.888772760290837960e-01,1.325784687892853642e+00,4.159088150530515726e+00
3.687896069853996428e-01,1.791554548599129104e-01,3.182609631023011199e-01,7.772334088814149000e-01,1.200097262847404700e+00,4.007754360127340654e+00
8.405952431797079072e-01,1.881321336263638289e-01,3.011564174122751680e-01,9.556310306283675171e-01,1.545737258240977186e+00,4.566308964027235184e+00
6.070086971069739157e-01,1.035889672841083797e-02,1.164796664767755452e-01,8.270171252109159710e-02,4.720753307646516905e-01,3.137915204900056931e+00
8.880319288168014857e-01,7.799870149626420002e-02,7.120204269941502462e-01,4.003883273694232026e-01,1.454633014846745453e+00,4.126170701411027153e+00
6.467973303718674849e-01,7.926083976160042122e-01,5.293771321178353251e-01,1.904388565092705043e-01,1.717394984304811967e+00,4.199271580646271040e+00
2.778284130013339848e-01,3.009109956528097651e-01,4.163105313364600102e-01,4.600390758762664678e-01,1.142863598714575213e+00,3.727035696358215855e+00
6.763278188992583040e-02,5.052785247342506114e-01,3.253701125367436386e-02,5.963850627308711072e-01,9.818814180722287288e-01,3.685117356994926929e+00
6.616670238010169403e-01,4.779723956929241568e-01,3.727972031572150957e-01,8.918701740639178865e-02,1.202520847595891507e+00,3.727578471464883858e+00
6.953758004655496983e-01,4.046385478367653388e-01,5.052514181915697122e-01,4.325448431638478919e-02,1.239100232207088537e+00,3.706036802683169817e+00
2.234607465160568518e-01,5.906177918591326570e-02,9.724252515552289644e-02,9.781970675965299122e-01,9.530396836443305597e-01,3.902932967750382787e+00
5.203681260942438769e-02,6.975074304289267113e-01,5.985861363318841777e-01,8.179084397885192370e-01,1.839313418529561872e+00,4.396226816311314067e+00
3.166559525821110999e-02,9.274064528412878650e-01,6.411829521449293745e-01,6.031834164959380962e-01,1.943400939335558020e+00,4.334255821450280877e+00
4.659877993533139140e-01,7.246550970786829193e-01,9.720718987930154764e-02,7.836390514750324332e-02,1.075286502904818642e+00,3.600910155543552538e+00
9.381646693886396271e-01,6.532855281832290473e-01,2.524415519713927303e-01,4.720184346253120111e-01,1.657850741255437743e+00,4.456417543717959617e+00
4.508892021910154702e-01,1.222409399719283085e-01,1.883674563242295763e-01,8.944595049948371734e-01,1.149775556949812483e+00,4.097366862771644413e+00
8.423617211076884770e-01,3.780873002797718874e-01,6.981845486786409927e-01,7.132614012129111503e-01,1.936758537398059588e+00,4.678649613703648846e+00
7.948351786960144993e-01,8.523163835461958771e-01,1.655534782493977008e-01,1.480004260901127688e-01,1.477689068899260771e+00,4.093453596408585859e+00
5.760016929212886660e-01,8.760984461649290456e-01,6.879972707267288934e-01,7.450134497348801510e-01,2.298687281257537851e+00,4.907506064507263233e+00
7.342469573709768937e-01,9.539962549990598228e-01,7.955782172929314333e-01,9.678399577768075357e-01,2.709116002131285228e+00,5.416645138442539142e+00
5.428454150322906679e-01,6.538045319192196114e-01,6.067746239873912373e-01,3.637146978041835288e-01,1.730824497400036188e+00,4.236483892156627462e+00
2.544084519544344003e-01,8.933515821766137011e-01,3.575699942552604815e-01,9.278017541789405076e-01,1.985321910833528491e+00,4.694977022045645931e+00
9.140157563199192703e-01,2.495072753645782848e-01,3.446439187786967118e-01,1.668195720392833259e-01,1.127093261660634393e+00,3.820170480733111606e+00
3.939053476476571669e-01,1.386993294258633824e-01,6.574333715067918193e-01,5.377235544662415379e-01,1.328109037653624647e+00,3.913338242662751210e+00
4.146494261195629027e-01,3.109147954381878964e-01,8.208549481167102257e-01,1.900629162727550669e-01,1.411791247409578620e+00,3.756780748226511424e+00
8.108678298636302628e-01,6.913561932412843891e-01,3.983942898235262042e-01,2.973743637482644253e-01,1.651406771728742173e+00,4.265114161081303479e+00
1.289856140672984708e-02,3.201910655810891182e-02,9.928796986894327103e-01,8.079456225476778775e-01,1.540276991411926311e+00,4.014214868474171638e+00
8.303758116925358257e-01,2.408447175786335714e-01,8.416425841339281178e-01,9.217928153825217796e-01,2.076222597089645294e+00,4.878158512205989616e+00
8.877734361995832657e-01,8.989993980881557656e-01,7.930881429760729961e-01,5.201629603381799916e-01,2.413720083303431796e+00,4.975351890877139915e+00
3.788767471089862227e-01,7.464938237356134598e-01,9.332113308554371711e-01,5.895666547036656491e-01,2.201993775917427953e+00,4.596671648493020790e+00
5.089211603860110955e-02,7.218235733763809225e-01,5.762683075489539730e-01,1.948710969169435980e-01,1.409047340344881549e+00,3.662414175739761024e+00
4.742232983883084563e-01,2.538431897493100831e-01,1.855139804264478443e-01,5.430817731578126972e-01,1.039735545172544740e+00,3.793981692763434665e+00
2.250486212932480967e-01,3.936038033285037541e-01,2.994329164365358009e-01,2.770828613456861600e-01,9.706463851410161991e-01,3.471436276184810321e+00
1.062903300869999512e-03,3.244042320818942837e-01,4.038918402325568646e-01,5.366093431768811373e-01,1.074284682896738952e+00,3.609058127567296825e+00
9.105865760165229306e-01,6.919944811777045679e-03,3.676125846052209489e-01,7.293512333292599958e-01,1.305920603510723810e+00,4.280215883526855336e+00
9.453001412291761607e-01,7.179793742695295133e-01,7.518977081242179672e-01,4.497532139401784201e-01,2.180057754184733909e+00,4.770042069856276434e+00
1.748307934899222538e-01,3.615464440818171310e-01,6.679866976841285497e-01,2.972419304327901246e-01,1.276335430964078643e+00,3.634325412336708361e+00
6.020750113015601590e-01,6.250916743341519144e-01,7.245332846324044063e-01,1.522303802507507520e-01,1.691140966896013120e+00,4.059092338995439420e+00
6.573522068272729113e-01,6.758648341178297159e-02,7.314003265943136434e-01,4.723698637903015474e-01,1.410596098712735280e+00,4.010932852070009602e+00
3.632090266646652577e-01,4.395084220017138055e-01,5.618646548531546214e-01,7.309066580405630953e-01,1.644263736234540474e+00,4.294780535913907293e+00
5.798071315545816340e-01,2.000511324864291396e-01,2.343026903267539929e-01,5.159734079473964341e-01,1.060999483324889914e+00,3.855996054830336472e+00
2.865439868486097108e-02,4.644613050877228755e-01,5.134360629999218384e-01,1.663374908353019155e-01,1.071447467988619673e+00,3.375156776757097798e+00
