x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
8.811709588713290131e-01,8.811709588713290131e-01,8.811709588713290131e-01,3.813864610219287465e-01,5.592746319137400501e-01,5.357782542158062711e-01,4.766251837352816212e-01,9.966043772147499258e-01,2.174539404242518126e-01,3.141528466439158507e-02,1.020392905886462476e-01
2.165754486887973007e-01,2.165754486887973007e-01,2.165754486887973007e-01,1.672521972826861159e-01,3.234056742056297673e-01,2.643099113114353305e-01,2.697370862854074902e-01,4.128526620570384109e-01,8.657692590304167934e-01,1.804667113308442428e-01,-6.328001759538660620e-01
6.269331441999769217e-01,6.269331441999769217e-01,6.269331441999769217e-01,3.359754268347397987e-01,4.416064172854638481e-01,4.475163629041971625e-01,4.538315901074594372e-01,2.927675221126215810e-01,5.508137813242731662e-01,3.166538986274484158e-01,-3.358143138843989184e-01
9.323599889710115773e-01,9.323599889710115773e-01,9.323599889710115773e-01,1.410811774923707851e-01,2.767185020855624789e-01,2.235206903621065611e-01,2.278424446433392481e-01,9.645820755099360211e-01,5.929770405705840908e-01,6.370337706752269291e-01,-2.769980230178650249e-01
8.262567305793753203e-01,8.262567305793753203e-01,8.262567305793753203e-01,4.276203071270809897e-01,6.983382621513107846e-01,5.558346960470631481e-01,5.251454916516790083e-01,5.611154870882568702e-01,2.878144254789746226e-01,3.258141139475596582e-01,-3.596910596502309598e-01
9.277679693202700584e-03,9.277679693202700584e-03,9.277679693202700584e-03,4.806384267822411682e-01,8.024979277008165157e-01,7.628363099154775728e-01,6.691166145305572632e-01,6.119802062943091592e-02,3.820005739072172002e-01,7.334638613750721348e-03,-5.023911779974259417e-01
5.274061051519036702e-01,5.274061051519036702e-01,5.274061051519036702e-01,6.033118960391550822e-02,9.388170184201859170e-02,1.679668896578565829e-01,1.079426069784645142e-01,8.516395023161179578e-01,1.025146124923407287e-01,3.224648186966017072e-01,-1.128491539832764401e-01
1.096198320710638496e-01,1.096198320710638496e-01,1.096198320710638496e-01,3.848511887322508818e-01,6.222213123852504690e-01,5.394131101254800997e-01,5.264909053157585950e-01,5.294165987424321873e-01,6.264843024628131696e-01,4.997287657107255532e-01,-7.117265423942945590e-01
1.862545153386102603e-01,1.862545153386102603e-01,1.862545153386102603e-01,3.036337014442349047e-01,4.729653923282371997e-01,3.742142103111909535e-01,3.916185451030921860e-01,8.607898538792509990e-01,4.621381586002595299e-01,8.749317700960851374e-01,-2.952252235708088812e-01
3.610976287955033337e-01,3.610976287955033337e-01,3.610976287955033337e-01,1.525313606587879456e-01,2.713938120685289168e-01,3.200450003986594627e-01,2.553597648102063911e-01,8.502574135294894697e-01,3.547665746372912210e-01,4.880980433631043613e-02,-2.159206334269483940e-01
3.033026168197007211e-01,3.033026168197007211e-01,3.033026168197007211e-01,7.906664757164232060e-02,4.037919345211891248e-02,1.130012150038681440e-01,7.943932754909567573e-02,8.669154721324073831e-01,2.814477812391187328e-01,8.096600334272682220e-01,-3.017506755071531765e-01
7.462076041794647452e-01,7.462076041794647452e-01,7.462076041794647452e-01,9.013653558928669263e-02,1.289267333982818398e-01,1.481863367282892918e-01,1.681611730841561236e-01,3.368792431958802513e-01,3.962124187362165983e-01,8.153310534666935450e-02,-3.481564567310643787e-02
7.011327743038896498e-01,7.011327743038896498e-01,7.011327743038896498e-01,8.768636463778850532e-02,1.546033097217704155e-01,1.176836850141481094e-01,1.607030159657801827e-01,6.361789197346420233e-01,3.891804235211751006e-01,2.023811419209716744e-01,-2.111402502219097976e-01
1.557889080960314088e-01,1.557889080960314088e-01,1.557889080960314088e-01,2.675774865855518603e-01,5.061693379996036191e-01,4.548815429278713629e-01,4.452251211843791801e-01,8.211796892275904369e-01,9.556665371557264699e-01,5.098650684386629717e-02,-5.579513977612418074e-01
2.228604235132491951e-02,2.228604235132491951e-02,2.228604235132491951e-02,4.017092958570474548e-01,6.988488404012137556e-01,7.174903627207110945e-01,6.164105231950450792e-01,3.690947823624678437e-01,9.806877574174291956e-01,6.332775078084180720e-01,-6.750945972498247905e-01
8.793259074142466547e-01,8.793259074142466547e-01,8.793259074142466547e-01,2.745008881685860325e-01,5.209690991715378861e-01,4.569358960300939909e-01,4.214544438665186465e-01,4.839045920196117789e-01,9.245933862384841939e-01,7.169267139978823256e-01,-3.688948781125169774e-01
4.968730489268792239e-01,4.968730489268792239e-01,4.968730489268792239e-01,1.316853770728130535e-01,1.264452810904546642e-01,1.378560798778025731e-01,1.208423695497155004e-01,2.311516772301018818e-01,7.623506246811923015e-01,6.381052994196596551e-01,-4.206576649057381934e-01
3.535701392117203135e-01,3.535701392117203135e-01,3.535701392117203135e-01,3.657122647163452145e-01,5.831292820110764996e-01,4.939772575635433816e-01,5.083944457740257050e-01,7.291791942080833033e-01,8.666303120858867004e-01,5.838890905118426788e-01,-5.110760070325951476e-01
4.677293069538783765e-01,4.677293069538783765e-01,4.677293069538783765e-01,3.432571966871207914e-01,6.519741591826644367e-01,5.753220514236841998e-01,5.613845622619692000e-01,6.067277869979526006e-01,8.953164938378888049e-02,6.542164529227739722e-01,-1.668088309714614303e-01
4.156705032557536095e-01,4.156705032557536095e-01,4.156705032557536095e-01,2.811381888811088636e-01,4.780253133289124601e-01,4.432511852308775313e-01,4.464185493058571708e-01,8.489154337543500795e-01,3.865592220963995906e-01,2.858614899155605960e-01,-2.827897719174862767e-01
5.403090703134894035e-02,5.403090703134894035e-02,5.403090703134894035e-02,2.747927549869478292e-01,4.809451190483940430e-01,5.090747471457661710e-01,4.002624079247603661e-01,6.891394125551061345e-01,4.450276908022686717e-01,9.127093812562144803e-01,-7.523283306269450410e-01
6.531866653203708406e-01,6.531866653203708406e-01,6.531866653203708406e-01,9.526912453704575179e-02,1.610248166139530979e-01,1.283563797874237300e-01,1.379704810437703544e-01,5.659868150382935115e-01,5.955842989950342892e-01,9.864770926804685702e-01,-4.536944489313897155e-01
6.234077685052739071e-01,6.234077685052739071e-01,6.234077685052739071e-01,3.112550550113230008e-01,5.306220929718009627e-01,4.854285813639331315e-01,4.204690280284851256e-01,7.544102869057446314e-01,8.526032895007327195e-01,3.146382832049129386e-01,-4.575746041283622056e-01
5.338244348641468795e-01,5.338244348641468795e-01,5.338244348641468795e-01,3.456129062759551451e-01,6.167070994591810074e-01,5.087436031581669127e-01,4.733652886545817728e-01,2.704458104760442128e-01,8.430615011631207301e-01,2.616532701704576969e-01,-3.851209213963114886e-01
6.720782516664346451e-01,6.720782516664346451e-01,6.720782516664346451e-01,3.639201383557935099e-01,6.038847042684478694e-01,6.059700356111314967e-01,5.772211558015049038e-01,8.778075806070207987e-01,5.946252065043917678e-01,1.080384902983231310e-01,4.770196604615006830e-02
1.969761749913604421e-01,1.969761749913604421e-01,1.969761749913604421e-01,8.278885673440231074e-02,8.126449281221743981e-02,3.454257726307649601e-02,1.144120347424211342e-01,9.921482938357455428e-01,7.555692987833795282e-02,3.498359411086371384e-01,-1.038940238185244169e-01
8.542862795730924441e-01,8.542862795730924441e-01,8.542862795730924441e-01,9.056156185773078793e-02,1.741910270586058407e-01,1.506554534349531793e-01,1.310882558693767796e-01,3.411303624206181162e-01,4.144874532355541374e-01,8.773887673193798697e-01,-6.123239210342363847e-01
9.489224429041676068e-02,9.489224429041676068e-02,9.489224429041676068e-02,2.169781702052800409e-01,3.854851605588086594e-01,3.524848241800213611e-01,3.960702243528303468e-01,8.131144361576689850e-01,6.305505096556681677e-01,7.348985447845952645e-01,-5.330272181601205528e-01
4.347977696448294127e-01,4.347977696448294127e-01,4.347977696448294127e-01,4.858438220864731427e-01,7.484530525836950998e-01,6.822906687089618227e-01,7.005763399131705871e-01,1.482556589649851597e-01,6.382559745390646855e-01,6.466409745072115856e-01,-3.624338537517919345e-01
8.477039084763973165e-01,8.477039084763973165e-01,8.477039084763973165e-01,3.179053811670323748e-01,5.094014852433876861e-01,4.133411102543939064e-01,4.387881391195626035e-01,1.421835703444492838e-01,2.977684575994504756e-01,2.138498445947322191e-01,-5.836710597089284080e-02
6.212921277569778411e-01,6.212921277569778411e-01,6.212921277569778411e-01,3.646182609309176481e-01,6.585714008663073882e-01,5.589431526282349072e-01,5.345404662649665406e-01,9.655197885725315121e-01,5.769241962183746519e-01,4.259623446460664153e-01,-4.282924505654195357e-01
8.671880092589828726e-01,8.671880092589828726e-01,8.671880092589828726e-01,3.524333023310272095e-02,8.219080876568936322e-02,1.148359853720717916e-01,6.585478624749629972e-02,1.161890303563379856e-01,7.738038219351602853e-01,7.838126951831067002e-01,-6.641935507147106454e-01
6.589831934201184627e-01,6.589831934201184627e-01,6.589831934201184627e-01,2.704549437328755968e-01,4.113164502804935729e-01,3.612907818481608246e-01,2.899579013244036330e-01,7.478218080277238000e-01,8.373126649881320605e-01,9.912475001590319579e-01,-5.602135804038064215e-01
4.586182089646004822e-01,4.586182089646004822e-01,4.586182089646004822e-01,1.084322341129513867e-01,2.268432348785831554e-01,1.953113100309268324e-01,1.699409704474120208e-01,1.372860829385704751e-01,3.885109912672157773e-02,4.044920771312219276e-01,-2.766118997272308810e-01
4.043032716969831020e-01,4.043032716969831020e-01,4.043032716969831020e-01,3.982041108354187342e-01,6.174390822426850667e-01,5.355913011823750791e-01,5.384520762537763350e-01,3.769571627196904862e-01,7.361752963367331759e-01,7.125683234632521623e-01,-7.573238092990784986e-01
8.960311086409390446e-01,8.960311086409390446e-01,8.960311086409390446e-01,2.322862983824708627e-01,2.912447607825409124e-01,2.894216491518747381e-01,2.958124812304274709e-01,1.319605046646477042e-01,6.469675381081577692e-01,9.825131219161368223e-01,-6.479795191110664376e-01
7.437691340843802790e-01,7.437691340843802790e-01,7.437691340843802790e-01,1.346813915706324138e-01,2.202919877944807814e-01,2.344167779184475886e-01,1.621882233169025800e-01,4.702500003370715387e-01,2.843454148918640456e-01,6.764600695825124799e-01,-2.906596308370595905e-02
3.184289609709356483e-01,3.184289609709356483e-01,3.184289609709356483e-01,5.077379023977006411e-02,8.086250177385323479e-02,1.439082896393359401e-01,7.760690679170478834e-02,6.892134281533326412e-01,3.965962130397449048e-01,2.973758087307498688e-02,-1.588856641427452143e-01
2.150778068633681928e-01,2.150778068633681928e-01,2.150778068633681928e-01,4.536914949592950608e-01,7.725199814831856804e-01,7.283222689651058790e-01,7.369318866861154227e-01,9.943245679452178409e-01,8.152581147836069908e-01,4.717470480598002780e-01,-4.837781470813255491e-01
3.967075644207473939e-01,3.967075644207473939e-01,3.967075644207473939e-01,3.566046412939297139e-01,5.913886514432408203e-01,5.717416515495922225e-01,4.941903170564777570e-01,5.102303438339470532e-01,9.437341087940986917e-01,4.629681873403199699e-01,-5.761807781538155204e-01
7.289818766454781995e-01,7.289818766454781995e-01,7.289818766454781995e-01,2.356736283371883567e-01,3.125693891964316240e-01,2.740797550004638872e-01,2.736085374907265555e-01,5.265368732039783506e-01,2.095018017672229949e-01,6.545284209927411112e-01,-1.642957632249931743e-01
4.062753294272658522e-02,4.062753294272658522e-02,4.062753294272658522e-02,4.636024240171348065e-01,8.383850291398134980e-01,6.973143466633670018e-01,7.363133915178854405e-01,7.749664272205836202e-01,6.805155737972228280e-01,7.969959700797527580e-01,-5.818224105093038334e-01
5.258952366963546288e-01,5.258952366963546288e-01,5.258952366963546288e-01,4.500663550449136574e-01,7.779256889993642066e-01,7.667308891460283826e-01,7.248878779241224590e-01,6.748345951331640169e-01,9.234387878414456186e-01,2.645998823806074984e-01,-6.275069225169527254e-01
3.906862425805665007e-01,3.906862425805665007e-01,3.906862425805665007e-01,1.626433885559783743e-01,1.801429861273985411e-01,1.839515970738719863e-01,1.702725293462691025e-01,6.432395845490871400e-01,3.945844630181224444e-01,7.760739234093488870e-01,-1.350212231722594525e-01
7.111149317701467298e-01,7.111149317701467298e-01,7.111149317701467298e-01,3.919275513636547026e-01,6.888500497542886514e-01,6.645459881930471102e-01,5.852449991839004939e-01,7.567379207593717405e-01,2.169218832027126620e-01,9.707469443909130247e-01,-4.982229160553487968e-01
3.319069390664567409e-01,3.319069390664567409e-01,3.319069390664567409e-01,4.584488567919894897e-01,7.697281426134299220e-01,7.324738006248817657e-01,6.376093215495028943e-01,7.447746699288850802e-01,4.577878705669975457e-01,4.295267853160386062e-01,-2.505845790784283489e-01
9.899996762212724954e-01,9.899996762212724954e-01,9.899996762212724954e-01,1.309513813854028541e-01,2.167620489877503664e-01,2.186342452078036680e-01,2.079209085574225124e-01,5.780214266082667196e-01,9.597769802166136177e-01,6.601774800486216455e-01,-3.469569526148783556e-01
2.874126043306658440e-01,2.874126043306658440e-01,2.874126043306658440e-01,4.063673382447175464e-01,7.438772665295900755e-01,7.292560335117772574e-01,6.358995722080108548e-01,3.804695216319151641e-01,5.013232774510845147e-01,8.439237994867554438e-01,-5.109838018626734479e-01
6.916438732983374305e-01,6.916438732983374305e-01,6.916438732983374305e-01,3.900127760595485382e-01,6.087179013334396149e-01,5.714453965122971990e-01,5.298338164146044749e-01,9.994789687101311992e-01,6.025986069337411211e-01,8.990920417789279862e-01,-4.346692925272868102e-01
3.301885116435926415e-01,3.301885116435926415e-01,3.301885116435926415e-01,3.895168215084019586e-02,1.159603048103857170e-01,4.521136605902904837e-02,4.675277544561721316e-02,4.271674912881696651e-01,1.339654826342039362e-01,7.995284611965067789e-01,-1.248749094749798116e-01
3.972640700536972380e-01,3.972640700536972380e-01,3.972640700536972380e-01,2.408957140195203406e-01,4.806469093661509540e-01,4.038411747047265243e-01,4.639970649801420377e-01,5.175784935895146877e-01,6.659079622973091972e-01,6.566084942085559373e-01,-4.466684337513362468e-01
4.137239353033012046e-01,4.137239353033012046e-01,4.137239353033012046e-01,9.090445098853409955e-02,1.099799250524915867e-01,1.410836747085733311e-01,1.149039819056224127e-01,5.776172172308047248e-02,7.677382703872054348e-01,5.053847214071194305e-01,-3.175314127972855283e-01
7.331622396508808981e-01,7.331622396508808981e-01,7.331622396508808981e-01,2.538986278062111968e-01,3.604773830502260301e-01,2.882176737327646343e-01,3.565047121416966003e-01,6.049621949419217160e-01,5.171914875825354141e-01,5.822788060729712223e-01,-3.363888884157745229e-02
6.463805719641402270e-02,6.463805719641402270e-02,6.463805719641402270e-02,4.023716072981712299e-01,6.394309394552178949e-01,6.120950624590345557e-01,5.324299817363424836e-01,7.318383679340886294e-01,7.611673974696527845e-01,2.926632382860768766e-01,-5.801151918967266674e-01
4.066798745265098880e-01,4.066798745265098880e-01,4.066798745265098880e-01,6.451880550383085056e-02,1.021918133490609115e-01,1.138499265120349879e-01,3.629169595202296622e-02,9.100368383074235457e-01,7.579550417216156522e-01,8.251547377132197880e-01,-5.887066612923547160e-01
7.571857496253767694e-01,7.571857496253767694e-01,7.571857496253767694e-01,3.018812522881771931e-01,4.139381934803152419e-01,3.826997335668733125e-01,4.350809278743807962e-01,1.716584970520751430e-01,4.718365421636072643e-02,5.416792105607219909e-01,1.242194264636103940e-01
3.355421497580303170e-01,3.355421497580303170e-01,3.355421497580303170e-01,3.821912776965032954e-01,6.332953095542759314e-01,5.303193023639611869e-01,5.157056378694828691e-01,6.983465274434760284e-01,2.756668113211915294e-01,5.871185500584494843e-01,-2.236218734431735244e-01
1.975845078385262132e-01,1.975845078385262132e-01,1.975845078385262132e-01,6.825321232386349912e-02,1.078936468184979597e-01,9.569893773016828475e-02,1.560723032320499026e-01,2.569811179667200740e-01,8.283918826439115035e-01,2.863129298650459731e-01,-3.812046501714410063e-01
6.600242023255983304e-01,6.600242023255983304e-01,6.600242023255983304e-01,2.853667055539598763e-01,4.248413706605475015e-01,4.164368617559231489e-01,3.513829149264965368e-01,6.841634724069050044e-01,1.389704307503859537e-01,3.366364928468514872e-01,1.087494498530485187e-01
3.885258156714530564e-01,3.885258156714530564e-01,3.885258156714530564e-01,1.424090749982585835e-01,9.615593966132057746e-02,1.663089071456426704e-01,1.319133771094983809e-01,2.298849292538581723e-01,4.315135869560098314e-01,1.373837529049533046e-01,-1.404397602795203481e-01
8.681277253479492417e-01,8.681277253479492417e-01,8.681277253479492417e-01,3.935998654385082229e-01,5.658025300005957714e-01,5.338680241941931026e-01,5.502823994055874302e-01,4.523572787686968022e-01,5.663456165431234313e-01,1.168446581096393988e-02,-2.904553011289290887e-01
2.195211873522562307e-03,2.195211873522562307e-03,2.195211873522562307e-03,3.731234003456322945e-01,6.894859723965625076e-01,6.052855140268116330e-01,5.638302258942488043e-01,7.726550534748479748e-01,7.217693011956929361e-01,4.134902325640189558e-01,-3.352778591721981005e-01
1.251463234981867734e-01,1.251463234981867734e-01,1.251463234981867734e-01,1.357535035126346268e-01,1.541929547347305474e-01,1.224823500270751792e-01,8.125340636500896774e-02,7.426855284144218139e-01,4.711857898475336759e-01,1.010176047943165401e-01,1.217753560577536365e-01
5.817534696414119466e-01,5.817534696414119466e-01,5.817534696414119466e-01,4.939888990396534840e-01,8.045142061743860706e-01,7.886172898000052278e-01,6.895566837454091269e-01,9.380532368745787553e-01,5.927773984362284532e-01,7.983103995907420147e-01,-3.073826983383906586e-01
6.578816840892249829e-01,6.578816840892249829e-01,6.578816840892249829e-01,4.912467151669128174e-01,7.730795829651410100e-01,7.413657110694980013e-01,6.560384509115545493e-01,4.383598104160663089e-01,8.967559125328590230e-01,4.123101815026630756e-01,-6.616404737053600549e-01
4.814905660072799076e-01,4.814905660072799076e-01,4.814905660072799076e-01,3.549017235315971575e-01,5.913161025828693740e-01,4.799745731961967410e-01,4.425433322783148271e-01,3.241649182423878006e-02,4.548016473339162591e-01,3.005800168339478606e-02,-1.483627701592326043e-01
3.841465349657833261e-01,3.841465349657833261e-01,3.841465349657833261e-01,3.691473169543912913e-01,6.371535535169852160e-01,6.016743263421004961e-01,5.199712901356509098e-01,3.664295237399841643e-01,6.857541680195820000e-01,2.076071510743617843e-01,-3.666317717972004675e-01
6.971228756319839404e-01,6.971228756319839404e-01,6.971228756319839404e-01,1.902634949578219659e-01,3.532125991957213995e-01,3.066515635585612687e-01,3.120258126251681530e-01,8.430546375744912835e-01,6.918003311968543567e-01,2.429278907437794066e-01,-3.254511741119879842e-01
4.120212936757434719e-01,4.120212936757434719e-01,4.120212936757434719e-01,3.693385598122728153e-01,6.260477540453741607e-01,5.316541393391031045e-01,5.565249767415446636e-01,8.702595695468257064e-01,1.312396620925927460e-01,7.089080592737362352e-01,-1.755283490794763424e-01
9.299688075056229408e-01,9.299688075056229408e-01,9.299688075056229408e-01,1.397721860231569413e-01,1.558404373340606386e-01,1.609358307825645706e-01,1.380823040919701428e-01,3.709217882668891519e-01,7.975837882619540853e-01,8.900573439193583125e-01,-7.803276016547791016e-01
3.275850146428990195e-01,3.275850146428990195e-01,3.275850146428990195e-01,9.676106711033065355e-02,1.751904217712019207e-01,1.285151421795880933e-01,1.156319717809329850e-01,9.555777386879288349e-01,4.404737846898619802e-01,1.907836117547275778e-01,1.675514039362693275e-01
2.105982458390671663e-01,2.105982458390671663e-01,2.105982458390671663e-01,3.737207754153137884e-01,6.537793404239519157e-01,5.901353831904772029e-01,5.955729800996941714e-01,8.859609147333245005e-01,6.819860259332624075e-01,1.489574781889009270e-01,-8.875146589535337638e-02
6.489074707361017769e-01,6.489074707361017769e-01,6.489074707361017769e-01,2.050222184341546627e-01,3.534696703917049598e-01,3.653727812601085811e-01,2.610328927301596158e-01,4.767253723997532111e-01,9.194309816025094673e-01,1.419504705429124325e-01,-5.378316224432407866e-01
1.372035134488097663e-01,1.372035134488097663e-01,1.372035134488097663e-01,4.009089956911813246e-01,6.294241799108352131e-01,5.966595916193749849e-01,5.102891717460095178e-01,2.913986460143609403e-01,9.588989511134075050e-01,3.660530895391326256e-01,-4.064018327714700174e-01
8.266332930757847031e-03,8.266332930757847031e-03,8.266332930757847031e-03,2.992260525940573235e-01,5.542125472743915093e-01,5.149284150356236989e-01,4.007448993931664871e-01,4.547533318580583295e-01,2.319702502393931054e-01,8.562729082679046977e-01,-4.650212068909267416e-01
8.694612328820453540e-01,8.694612328820453540e-01,8.694612328820453540e-01,1.434159291727804819e-01,1.637142443543087300e-01,1.462167393278416827e-01,7.145202130691893916e-02,7.396513523601672135e-01,3.615023719526326840e-01,9.639949741081627055e-01,-4.211057948759091007e-01
1.183014549788724556e-01,1.183014549788724556e-01,1.183014549788724556e-01,3.447041105856403220e-01,6.648015538042183481e-01,5.511344666494901734e-01,5.386392490972005120e-01,5.939494687483526381e-02,4.774264058391906040e-01,6.568610789534259364e-01,-5.337523160177124470e-01
3.805581278679878166e-01,3.805581278679878166e-01,3.805581278679878166e-01,1.206295103517611017e-01,1.272194568334095166e-01,5.249498496655240209e-02,1.340897554846601780e-01,8.162668811208561026e-01,6.883708090393152457e-01,4.480197731164732300e-01,-1.775794038581862133e-01
3.873506172884260135e-01,3.873506172884260135e-01,3.873506172884260135e-01,2.711271220703713736e-01,5.201472563558940942e-01,4.972331908814189294e-01,4.234901774214407388e-01,9.804561644463233305e-01,7.495931472338144275e-01,9.068868054158856218e-01,-3.337023915384088046e-01
7.495600736024883304e-01,7.495600736024883304e-01,7.495600736024883304e-01,1.220985843412803751e-01,1.794718840222017386e-01,1.658706095442407658e-01,2.039910962906776315e-01,2.069532365609817459e-01,6.987368739219291802e-01,3.751817003670765427e-01,-1.913751281376286362e-01
5.058417240387521607e-01,5.058417240387521607e-01,5.058417240387521607e-01,9.216763566157780418e-02,4.637644059434561927e-02,1.097479283463959343e-01,1.115881693755073345e-01,8.976040608569023638e-01,1.948176827737503336e-01,6.410514498425778918e-01,1.535624409945579028e-01
1.427653121328973373e-01,1.427653121328973373e-01,1.427653121328973373e-01,3.701898933574846451e-01,5.858572262289418742e-01,5.599311200855100479e-01,5.096159999058688106e-01,6.617182652004838239e-01,3.352630601090945683e-01,5.990734930217354037e-01,-3.904732183538616175e-01
4.668014463588130436e-01,4.668014463588130436e-01,4.668014463588130436e-01,2.243719389818453203e-01,3.805519576846741470e-01,2.874516725239528725e-01,2.733432269434648010e-01,9.669650035828493140e-01,7.260919744889114957e-01,2.081335059096584006e-01,-2.342475113867326098e-01
6.123561649575870458e-02,6.123561649575870458e-02,6.123561649575870458e-02,4.070468677566031479e-01,5.811551045234971680e-01,5.189665130352499878e-01,5.630763159353270320e-01,1.512645809377418660e-01,1.986634175013525239e-01,5.949105734046575833e-01,-4.980658951321667027e-01
4.522396105021065926e-01,4.522396105021065926e-01,4.522396105021065926e-01,4.205703151055916189e-01,5.988952266774141275e-01,5.427687981796998073e-01,5.265543626236521835e-01,9.846687378496218335e-01,4.205631521423695007e-01,9.380733949868457211e-01,-1.489355644856513727e-01
1.998871057241002891e-01,1.998871057241002891e-01,1.998871057241002891e-01,4.186673987723913415e-01,6.918739274491435554e-01,6.195883816560840973e-01,6.098976056035154691e-01,8.505195016123500151e-01,4.207122627631628697e-01,6.493905907868181560e-01,-5.064199996872040810e-01
