birth_weight,femur_length,mother_age
4.89533283321,3.27628935733,17
5.25537404453,3.59703577667,16
6.08521866996,3.64194319968,15
3.0792227964,0.479154166011,16
5.27169016573,3.85666443761,15
6.28070598522,4.34610262852,15
5.38804159874,3.38787623597,17
5.48501182004,3.01553795201,15
5.5724809467,3.815090109,15
5.44833589153,3.15424000505,16
2.96742562601,1.39415746273,15
4.9168436275,3.22757552156,15
4.59215380287,2.9435348597,17
4.78439200262,4.09463152288,17
4.90757329645,3.75932156171,15
6.77990481805,4.90471862636,15
4.55618616032,2.76408938659,16
6.90452979083,4.16463681885,34
8.09664229874,4.53675893259,22
8.1653733546,5.50702961531,20
5.84628435807,3.9585062749,18
6.25528630767,3.76902438863,19
6.51521980746,5.56895415767,23
6.46446156194,3.31062827031,25
6.57961596728,3.67022423309,20
7.17102440833,5.15994565819,24
4.95205275455,2.18237202006,20
7.02897488165,4.63468269353,22
5.73744595152,2.91851553699,26
6.16077315018,3.00953877884,22
5.96886394318,3.80165804342,30
6.78375899211,3.62955163463,30
6.73694721628,4.79192993885,21
6.9641044678,4.81634741536,32
6.18244262485,3.362721799,24
5.36410624068,3.11553839062,20
5.26245695775,4.01063615072,22
6.9810215324,3.80760676018,23
7.55205648444,3.91540025452,23
6.80640825669,4.53519769623,25
6.97422957166,4.44526246894,22
6.87677151019,3.65510629178,32
7.38597728909,4.89859594284,27
6.83986200607,3.47391978863,27
9.02194194628,6.52662791185,31
5.50191675341,3.693032595,31
6.66892770095,3.54682405552,23
8.04686501671,4.60277153381,33
6.97299872902,4.18659384007,33
7.08981523346,4.23606869229,19
8.24115057323,4.79866002699,24
8.00780286398,4.59800061522,34
6.74053455535,4.32716775787,24
6.38471609039,2.73829924635,31
5.88087571194,4.43964385119,18
7.17934631653,4.27069731563,23
4.67715692376,2.11599215359,29
6.27793607844,3.9588420081,34
7.81059915449,5.33973034484,19
6.49091541684,3.79211848315,24
6.87247467776,4.25281621717,19
6.83810321656,3.94867350647,31
6.3058559358,3.41184275607,31
5.25082826493,3.65707173937,26
6.02537628642,3.57015948379,34
7.77415181663,3.98798381105,25
6.80167158593,3.65704694962,24
6.7187291593,3.99942886778,20
6.10436082955,3.92495072342,18
7.05157248593,4.83604151501,19
6.56242323384,3.74331743308,18
6.50295280508,3.81533524538,32
7.66965802695,4.33890101552,32
6.83158844628,4.05041829331,25
8.06416371119,6.64873007157,27
7.2453705284,4.24236241698,26
7.10656821938,5.31016866515,22
7.15387836592,4.4558150052,34
7.16592759389,3.75252168085,27
6.36606404645,4.22184407898,18
6.68969269157,4.26536535592,26
7.18615153845,4.81883033515,22
5.43806438895,2.76787911798,31
5.80343151564,2.42039203402,21
6.66016064539,5.02748960882,29
6.19658609194,3.86631872118,32
7.27753942561,5.08306058987,18
5.38323897588,2.18842269304,23
6.92827248816,4.65599909473,27
6.65385387837,3.22697888389,27
5.96864970925,3.16961037681,32
7.70502477343,4.34740994275,29
4.73937715416,2.98958754863,23
6.99694791665,4.11915237635,20
6.84015355708,3.79775687563,18
7.57429379416,4.69545524822,33
5.70051569978,3.43459780917,22
7.19028319173,5.06815815716,26
8.3768086651,5.35960667215,33
6.19258659836,4.08926672621,23
6.93164639178,4.97197470528,27
7.26769775473,4.55301962024,18
7.18361565715,4.18556493111,34
7.49601169801,3.61577781155,27
6.84344831961,3.99288820642,34
6.25625239092,3.43832672466,30
7.75933693156,4.52047191523,22
6.17841585972,3.08479630541,21
5.85590868984,4.35732588994,20
5.63787309935,2.73015835175,30
4.60716679815,2.51606016846,33
5.47326215619,3.30451069936,21
8.00421061658,5.00455728902,20
6.49157316891,4.20442399286,28
7.76175479987,4.73993158731,34
5.57237605158,3.02657862573,22
7.23316050335,4.72301573197,32
5.99529943665,3.77576081091,29
6.48167633223,4.26153275027,32
7.01684073728,3.89166531643,28
5.72020241593,2.51073044809,26
5.84288902155,3.24065941584,19
8.96906781615,5.32507980845,28
8.57786762995,5.7515916905,24
5.88999928285,3.35240631567,21
6.83642810152,4.05163118047,18
6.46158016582,3.98178167745,26
7.15648940229,4.75975601695,25
7.56930066698,4.3545833781,18
6.58771522833,3.04575021643,30
5.63048519168,2.72957485357,18
7.74333915577,4.33547690337,19
6.04976111897,4.23741627617,18
5.19927318915,3.28361887174,19
7.45620172509,4.35103199032,27
7.81646198701,4.10935340644,33
8.20490833532,4.9091722258,32
7.52233441527,4.59902722723,24
6.07676709218,3.89387297287,30
7.49476155892,5.05068482191,22
6.28907037363,3.84672830749,27
7.18620152219,4.75176621974,22
6.46750939043,3.33048710486,18
5.55242153077,3.06639378782,22
6.50975522338,4.09867595471,18
6.46896164082,4.31161646919,20
6.4628915107,3.51832290883,22
7.39626298606,4.11183181551,24
5.63857644956,3.17454978473,24
5.74642249584,3.33047394419,34
6.04338288382,3.61800316224,32
6.1683748204,3.28749903723,24
5.48595500235,3.23150802353,32
6.09892652823,3.69058445704,20
6.84722045917,3.87164011567,21
6.78505615615,4.30066350439,34
6.73036022655,5.2101015411,30
6.15619918445,4.15651655396,21
7.16337235953,3.88652516283,32
7.952669331,4.52223858109,20
7.25882558998,4.90356974484,21
7.3879203753,3.5391773094,20
8.81801546593,5.48249956861,18
7.83319190766,4.69672283601,19
6.37379340548,3.16723290287,27
5.62793483034,3.41677681542,32
6.49805772152,3.41516349287,20
5.18410933084,3.47435497072,22
6.5828945067,3.24838292185,20
6.74854715348,3.79789921815,28
7.57794369295,4.30688005477,24
8.01164680049,4.98710705854,29
5.70847357386,3.55116786423,19
6.90272087293,4.35633363616,20
6.23415171527,3.74533045036,27
6.46159751096,3.68515704998,20
6.72594667049,3.58424406968,23
7.4350352754,4.23427316874,29
6.00279033894,2.78031062991,23
7.55053205416,4.77102915171,31
5.43408373854,3.01530293356,29
7.11081156954,4.97824049338,34
7.52416100057,4.05165890249,27
5.49488496168,3.16939537154,21
6.67848256806,3.50725257396,32
7.57054232756,5.17163359485,27
8.82632328258,5.66153621563,27
6.11511519854,2.68187500299,18
6.19744264902,3.4066117906,29
6.96160327218,3.69861786076,30
6.77582494292,4.15318553279,26
6.26105845232,3.43623240388,34
7.18762219181,5.00651835767,18
7.2016808695,4.35171939307,25
8.64429935353,6.42776484774,33
6.1689518802,4.00492233948,29
6.62500615392,3.83506515452,28
5.58259229105,3.19367405008,29
8.37825440622,5.37205979815,29
6.2302693749,4.17609222219,31
5.44951153766,2.7343658677,32
6.95505038646,3.35920737348,26
5.47084334623,2.62931669098,23
6.7918698736,3.73816096715,22
5.40580948035,2.39177579271,25
6.25728094849,3.23756655978,18
7.78340697185,4.1528868077,33
7.80508397007,5.38653741621,25
6.29918294798,3.4823811886,24
6.1592611504,3.5262153566,23
5.47945071065,2.74327278702,34
7.016332019,3.9958968915,22
6.43474469779,3.49915007218,20
8.00530076092,5.71581575587,28
6.37686510748,3.88783727152,21
6.52641538415,3.79223470922,26
5.49668516332,3.02522215966,19
7.1749625153,5.16647765539,37
6.16504167333,3.53399253807,39
6.91781842826,3.83021502617,43
6.6871922716,4.36599193003,43
5.86297047392,3.15862625402,40
5.37236678431,3.79899992838,42
6.10905619845,4.69687515156,47
6.08165948891,3.78398476724,41
7.64476615264,5.09837167958,46
6.19285704152,3.11639059508,35
5.40341877301,2.71701553102,35
4.15062643279,3.27018072461,35
6.39330268853,4.72650603616,38
5.273826499,3.49156897936,37
4.86998605567,1.95271070544,35
7.5609519846,5.10310251971,44
3.92688417915,2.19279794231,44
7.19497111046,5.00616153308,47
3.99185473915,2.62567190386,44
5.73304689787,3.81687772691,45
5.80725891751,3.79686659442,36
5.90851634948,4.21691006167,47
5.78400199316,3.9263542416,41
5.1506611534,4.17903357992,47
6.11099330998,3.77425839725,43
5.77161863825,2.84552794167,43
6.06935241585,4.47325638879,48
5.87165322252,3.66909498117,43
6.15451571821,4.6174070454,46
5.07221010244,3.30091520869,44
5.93319010064,4.39241856473,49
3.84194830435,2.00840681687,49
5.3315964172,3.7600958955,35
4.10956879423,2.54157017616,38
7.05723529884,4.39150865639,47
4.62888048906,2.69539163341,48
5.53799472595,3.61527578063,43
4.90545739268,3.09487453256,46
4.69003875826,2.37650363322,48
5.71727466616,3.6071609615,47
6.54349711877,4.29605215778,37
6.15824421967,3.93275399369,37
5.65265021568,3.23459429374,41
6.35946023815,4.40690952054,42
4.90634795163,2.84084562844,48
5.83864815977,3.55150711503,36
4.99821011056,2.47469484689,38
5.87242451574,3.11641898637,47
5.4593152161,3.63159703788,39
4.90798256286,3.5153952476,44
7.15739072185,4.7989383165,45
6.2955736487,4.23807685731,40
5.35183815869,4.04239983257,48
6.75797404463,3.93922196098,46
5.78749054509,3.94757285926,42
5.07009496777,3.75489617802,47
6.32226809092,4.69575706369,38
5.65731915894,3.66793762678,40
4.86803156601,3.36165875243,46
7.55548345964,4.67111952418,38
7.0356602561,5.23872549924,39
6.15558817629,3.59995290723,38
7.75245166716,5.61073200676,48
6.32718003393,3.45301516116,36
6.63638452774,4.11117081567,36
5.69560783485,4.97989663116,48
4.6462935416,2.51606410726,43
5.87581876054,2.76790949811,46
4.95048282096,4.0054843586,46
5.55450044679,3.38972425403,38
7.24488374215,4.76929356069,40
5.92339724686,3.30785607588,47
5.07178207396,3.42938774508,44
6.77101820773,3.61057579031,38
7.71623415489,5.02381508754,43
4.55461786225,2.33334535102,46
5.30336758779,3.15021895891,35
5.58156868407,4.19584336093,38
5.77288878558,4.49810529654,41
5.30202197384,3.43638090069,44
6.15715025859,4.3119720067,36
6.5897430316,4.30182972935,38
5.97376260038,3.92515792775,49
6.83251526432,4.34277185701,48
6.31151585444,4.09017031935,35
5.0295200418,3.87715674591,38
4.9825423462,3.99325615434,43
5.45489289266,3.09918258362,47
5.66159468184,3.81889763972,49
6.95902471706,4.75711553758,36
6.97666301716,3.69291792545,38
6.79090659579,4.86349411916,37
5.31115594284,3.32336541597,42
4.0718309981,2.53165682151,41
5.4041783279,3.96902191187,38
4.71549669275,2.97015506386,40
6.63826815044,4.64974466372,35
6.08697226551,3.6986156726,43
6.01154194053,4.17483171023,41
6.15256601088,4.81657155184,37
