x,y
8.847374047876376268e-01,1.444765372577448304e+00
1.299124505668136642e-01,2.251953163119333468e+00
4.139825778143709778e-01,3.597691013995574671e+00
2.449014904442716745e-01,
8.252325773434596723e-01,5.155557639395324188e+00
3.321687321113396818e-01,4.253659383264227323e+00
4.131249429261241168e-03,1.013814136428088819e+00
5.871512224518515843e-02,9.168830192301271609e-01
6.056485630519227170e-01,
2.632988176597572672e-01,1.664720217399958013e+00
7.143964327016716354e-02,1.432808460529990446e+00
7.906490511140249478e-01,6.684076628627884098e+00
5.322619250008677749e-01,2.100900954761164563e+00
1.853587517492344405e-01,2.832746282814026184e+00
8.871802488933906439e-01,5.291641843445340498e+00
1.683295268834223979e-01,
1.423343638034789693e-01,
1.841553984398132116e-01,1.877498574946076637e+00
6.718358380987332623e-01,3.880703641363607570e+00
1.047608949157763369e-01,
4.646527829274131882e-01,1.537456096334759659e+00
6.836954849356443598e-01,4.190443704289114280e+00
2.908532258386037350e-01,1.067076162265507833e+00
7.810290389405416533e-01,8.597562595034602850e+00
1.846328425874277368e-02,1.100414200134361309e+00
4.413535240715531494e-01,1.627305977284909666e+00
4.117424244082609208e-01,
4.496238476903369197e-01,1.285924536237412763e+00
8.710415798395567677e-01,7.881038995135214442e+00
8.725208578202252596e-01,-2.128940863818566953e-01
8.423657618763081834e-01,4.846220762169943796e+00
1.394709684492897450e-01,3.336573974001237897e-01
5.692214694445980605e-01,4.995892568141423240e+00
6.534851877739877857e-02,1.117588438746994761e+00
5.800347091694989521e-01,3.153468946283588092e+00
7.892777439950710017e-01,5.365341001733322734e+00
3.159922661793452825e-01,2.292669623434560044e+00
1.704805409055920595e-01,2.095164781910645146e+00
5.100185816908436864e-01,
7.391798349313781769e-01,
4.818353979752002525e-01,4.339365261268225638e+00
2.120737123351120745e-01,
7.927549437025751544e-01,
7.411216623263885417e-01,
8.420343830116108208e-01,
8.925802003159322151e-02,
2.846016496105309157e-01,3.048573383229768119e+00
1.769679752535850970e-01,
5.550979726406012338e-01,
2.964835613228807842e-01,2.325318693784258706e+00
7.455920359277461440e-01,4.791334897235352663e+00
3.285569966039555423e-01,3.033327202688556046e+00
5.095527504741493852e-01,3.923392119471720729e+00
9.023630169710735727e-01,3.783966633411774971e+00
7.336748642540444898e-01,
9.078424360142300920e-01,
7.987112481396150265e-01,5.316969815164783064e+00
4.507397089423766934e-01,
9.373223713316816141e-01,
6.369873983426479480e-01,
2.673898300690551455e-01,2.310391513834656685e+00
3.362504931104947081e-01,2.249415794823118819e+00
5.009461325160290412e-01,
4.879098416916065606e-01,
4.055964785329496669e-01,
9.749168460741276521e-01,9.978026851101542860e+00
4.529357432001973605e-01,3.843246269315876873e+00
9.010896324773211008e-01,5.393284068720721081e+00
7.265709067536100241e-01,3.636340152864594000e+00
6.047716879221635145e-01,
8.583855470071158900e-01,5.778854896808754305e+00
8.614949969825221876e-01,2.365302293998678973e+00
9.701679805595184725e-01,1.911784996923215019e+00
6.078281517013212065e-01,
1.816835796563838201e-01,1.014141523308857762e+00
5.678519635029770640e-01,
4.930805000647903169e-01,
1.305498662720754321e-01,1.350865496973817637e+00
7.116855239062724880e-02,
4.611011653892670425e-01,6.005308473446053341e+00
9.037915047450649775e-01,6.158583632997329360e+00
2.481098311120220057e-01,3.723656245060885439e+00
4.508827925130806102e-01,1.780511329429478762e+00
1.675921178858262861e-01,1.704293648214130874e+00
5.753991692663936730e-01,2.910985695692254183e+00
9.336042424622368330e-01,
3.678713137670087674e-01,
8.313153307769671763e-01,
2.971277138511995153e-01,1.330392092375089597e+00
2.714041243280078675e-01,3.455278425231928630e+00
4.583097779574941688e-01,
7.519406549456897348e-01,
8.137803579296778445e-01,
3.183285207170949427e-02,
2.138484577759173222e-01,6.741289679556239367e-01
2.529889949470731647e-02,1.049769853305025924e+00
7.963834693486566696e-01,7.819547095835940098e+00
5.549099325292928819e-01,3.811744967241764925e+00
6.364812564659291239e-01,5.752729147309451285e+00
8.945008248493946379e-01,7.319652374770297065e+00
7.751224008264109289e-01,4.873934798610757291e+00
9.534689859058831374e-02,1.195736039658122030e+00
3.171448022782696885e-02,9.616148372586842408e-01
5.177544004481957618e-01,4.609275783120787118e+00
3.196958294947288559e-01,1.328979978197503575e+00
2.458300618735663745e-01,
9.131438537688973955e-01,3.664180059524345445e+00
3.774665663055311038e-01,
3.743165379236123025e-01,
3.791284235743183073e-01,8.505085099954698968e-01
6.531286106127329738e-01,7.382035247260598787e+00
6.843702619174516499e-01,6.236660059434987247e+00
3.434393325340545644e-02,1.113800811174572747e+00
6.430071440097733237e-01,5.337790519351099938e-01
4.277727387898855316e-02,
6.182556691722292941e-01,5.808408924808774465e+00
5.223827906947829947e-01,4.236213291098905209e+00
4.315981562237410918e-01,1.637053486173002836e+00
1.879269479920878672e-01,
8.630537495884682553e-01,
1.581553323345492590e-01,2.090215480119183677e+00
9.457625760709178486e-01,8.159033423132358465e+00
2.731799750632908363e-01,1.709589276088243182e+00
3.327075150851426244e-01,2.989728527771769340e+00
7.061727996798091711e-01,
5.002559113238175259e-01,6.235773814587333597e+00
7.880178669957886850e-01,4.507694840936433245e+00
4.912992596763354758e-01,
3.123055741444408229e-01,
2.951850519296167485e-01,3.584176173217985983e+00
8.381048210860209124e-02,1.803971493061449660e+00
9.958403218211384633e-01,
3.316981643741412356e-01,1.702102017585425120e+00
4.438592590639240942e-01,5.317015527220544158e+00
7.208179348018852739e-01,4.533665737716204625e+00
5.866436854142534907e-01,
2.096034449933740218e-01,3.173911613679945010e+00
5.727953409083694769e-01,3.252028912738621713e+00
4.864484788290931450e-01,3.533935029285485641e+00
6.929327510789567990e-01,6.321549477431303465e+00
3.327198316178284765e-01,
4.020673847688208680e-01,1.753911378974449597e+00
2.168429426896290035e-02,1.223216499176184913e+00
8.191150189315458130e-01,5.780340741433294127e+00
7.522637971458011608e-01,5.781604375972127841e+00
7.638947436801328816e-01,
7.794624212200290669e-01,
7.171542043074025097e-01,4.301959701829525251e+00
5.772758398971249427e-01,2.926036542488757330e+00
7.684174677227041395e-01,
4.087880377381691854e-02,1.321140316291520289e+00
3.568568854515830058e-01,2.281205459445064143e+00
8.636231014818903651e-01,5.346114597647008360e+00
4.480830404707523140e-01,3.774253296711707506e+00
4.264455511637071927e-01,4.480771336773496039e+00
4.593105799784699128e-01,3.245372968390821899e+00
1.083314852704573283e-01,1.810825275712447224e+00
6.759121160979463250e-01,6.402572666528440593e+00
9.732278367367309668e-01,8.803005328087268211e+00
3.473421593409441455e-01,2.563233161439228525e+00
8.688571738309806003e-01,5.384697215766068190e+00
8.634259607204664011e-02,
6.275855159879525358e-01,6.033518582585035261e+00
9.337062396676455434e-01,2.186065125412560484e+00
7.182618767950943450e-01,3.271709842245590139e+00
1.544751205007365291e-01,1.192734142338191194e+00
3.642442077101355480e-01,1.983229987309554465e+00
4.347219154383866746e-01,1.563645802716777000e+00
7.287176466819721421e-01,
3.422696850258165613e-01,3.202165235913511765e+00
5.176860651775209154e-01,
6.167228600207870226e-01,1.607408829558559571e+00
6.250455896333545480e-01,4.228575425114760478e+00
3.113893130626347316e-01,
9.610226991235046867e-01,1.015207583619374709e+01
6.071229730774658773e-01,4.924221097606332975e+00
7.219492725715767056e-01,4.318763351499730341e+00
6.709540076279699727e-01,2.791213382437033097e+00
6.855750937071458662e-02,
6.937553273801213560e-01,
1.167728408955148733e-02,1.082113461153932921e+00
4.036025697054878014e-01,6.017276456431392972e+00
9.057537799902128928e-01,4.606949665808646621e+00
8.012384834868975236e-01,
9.091621775980278652e-01,3.010121965942750055e+00
1.130067529876673804e-01,1.260394010804047005e+00
5.019392246180435224e-01,
4.981774946260630887e-02,1.162543582794993924e+00
3.225511253159276670e-01,2.403884983136096221e+00
5.948244881129490791e-01,4.158970885519914340e+00
7.859098091307320511e-01,6.829578979375886760e+00
5.573778941050305802e-01,2.974124509499499691e+00
1.474409194341460561e-01,7.356663992329945945e-01
5.094556823123214118e-01,1.507572934876855175e+00
9.331247855757102139e-01,-4.599352236966680607e-02
2.883869275904027418e-01,
6.142269462762998122e-01,
9.294125891590380162e-01,
2.847908150134189631e-01,2.540694488844267962e+00
3.366496121019059151e-01,3.053644676746475106e+00
3.938775766868084505e-01,
9.924611121290654037e-01,
5.340259586005706716e-01,
2.936613465127495548e-01,2.557777106056655203e+00
4.771716331387740873e-01,
6.416736667060444210e-01,
4.707670218603848822e-01,
9.983522313652055669e-01,
6.270124443446767337e-03,1.023286951485239848e+00
9.534832926357387217e-01,1.323716599121888748e+01
8.943106262032033404e-01,3.573662181423106432e+00
5.015590157783358372e-01,3.336309267634086417e+00
7.410723138053950665e-01,
6.720958712285591830e-01,6.607704835201602123e+00
5.752842038151093629e-01,3.215566381812056118e+00
4.376181338325447756e-01,
4.380788141775485700e-01,3.790551421556048073e+00
7.777905949704057020e-01,6.192879973020460227e+00
5.098636790632339322e-01,2.855265612410798681e+00
7.199520434966387716e-01,5.288733736127388951e-01
2.938876645881469685e-01,
6.676179896522769219e-01,7.514498321032833772e+00
2.439408339994981745e-01,1.501912705773728041e+00
6.791321922049411430e-01,5.048826420549903382e+00
9.517181589996498436e-01,6.100174074677704894e+00
7.704159592571796500e-01,
3.355264117867562401e-01,2.565721899644067605e+00
2.015433834565543147e-01,1.796235805788343853e+00
9.866817139574383111e-01,8.191901201593505988e+00
4.095155020280035751e-01,4.725783298806521593e+00
7.378804299055530258e-01,
4.712757471679818178e-01,2.171422702853385900e+00
6.951391739571924910e-01,8.390622668200242273e+00
9.441673296782852054e-01,1.394031311365390380e+00
7.552998624651264814e-01,2.385684361192087266e+00
9.025190203089699104e-01,7.134330454229667495e+00
5.139931431773225867e-02,
6.031303292167384811e-01,2.430525242775036343e+00
2.016487809917451024e-01,2.152225052467130251e+00
7.826078911427174489e-01,8.465191566435258608e+00
1.503619150115171887e-01,1.878776053633746557e+00
3.903331018491429383e-01,4.838125571621226584e+00
7.259488437981059805e-01,5.059363285829590495e+00
8.519581081452252125e-01,
5.151925179125436127e-01,
8.534673976290642061e-01,
5.053951976164307025e-01,3.563184080380243479e+00
7.000806003409169032e-01,4.158000366730867370e+00
7.102451752424689957e-01,5.803231330713075842e+00
8.186473929140705152e-01,3.250333584961705213e+00
1.633843650626670696e-01,
1.190373787739029687e-01,1.892816632300422519e+00
3.959525774481073013e-01,2.729433859027319720e+00
4.846503595469018322e-01,4.539648118451745873e+00
5.057402884531381204e-03,
2.749686981862842217e-03,1.006256964739676185e+00
9.489644414555357121e-01,9.142764186868875598e+00
2.579750973107671763e-01,1.239371288716206720e-02
4.072176119421681006e-01,3.737423149816743173e+00
6.272499815467836859e-01,5.505136152406386429e+00
9.232685293058973119e-02,1.236799250624669000e+00
3.070420058798678520e-01,3.677346312948744256e+00
7.517074726547128272e-01,7.336831248384171111e+00
7.688278229094629435e-01,4.707534337281607861e+00
3.163108855313718770e-01,
7.530627977499042558e-01,4.578477733775225822e+00
4.041316617681900425e-01,3.934501596593144246e+00
1.224855098517370067e-01,1.087700557405562707e+00
2.600596444081818559e-01,2.847128830179855186e+00
2.008346911652523215e-01,2.913837713013653463e+00
8.973738547400463839e-01,9.631946052001350012e-02
7.726054410196284694e-01,3.805846866617494051e+00
5.180952181758220476e-01,2.440422275262261742e+00
2.058878352639559317e-02,1.135643435114935818e+00
4.690570403405860400e-01,
8.938871346311912935e-01,6.293283231170366143e+00
3.473203193185192550e-01,2.685498102370866835e+00
5.922426095596222684e-01,5.762272560128927523e+00
9.111354930548143383e-01,6.763265850431868564e+00
4.997619431291298042e-01,4.751167358082007297e+00
6.628323126068340621e-01,4.569542355058080929e+00
7.423035913538558184e-01,5.305642961087492893e+00
8.191409749639316784e-01,
3.600711177837661037e-01,
8.635242869382069308e-01,6.175598267727929525e+00
9.068161996998813645e-01,6.632487902348591646e+00
3.200094246541024257e-01,3.547748464006128088e+00
5.674776276622989224e-01,3.314871827291096196e+00
6.087666520043467644e-01,6.503103297429325025e+00
3.625125658760957048e-01,4.198133559730927722e+00
6.299926873595032006e-01,
4.409721467744108780e-01,2.655350450572411702e+00
2.317350414054147878e-01,1.863524958383942387e+00
3.574847581446822797e-01,
5.693142292472824773e-01,4.907231464900586815e+00
7.784649585579078712e-01,
1.687240340539575278e-01,1.871311641281118821e+00
4.195287265838069102e-01,1.329118353458937918e+00
5.039800585080558282e-01,4.570335428577140924e+00
1.207798653971401404e-01,1.831821992318775072e+00
5.871978678459361944e-01,
9.205522901461016261e-01,5.008475042070101857e+00
7.790043992205222256e-01,
7.633725860511170191e-01,1.689807433667852798e+00
4.245288327381687710e-01,5.484414547046281285e+00
9.187639710779826885e-01,
1.452358791531083160e-01,2.353116447660588584e+00
6.570931399814360363e-01,5.279827582437778943e+00
9.028960138009395342e-01,7.710369545682096870e+00
3.868073385514847473e-01,3.104633111703367643e+00
4.974836200216056215e-01,1.819311353330477221e+00
2.382195437200116395e-01,2.308636957017339064e+00
6.890858590113598803e-01,3.249838127049133885e+00
8.210175298173523206e-01,1.041675594919616543e+01
1.519542810224114859e-01,1.357546077109801796e+00
9.153915671254837516e-01,
8.453466637884010648e-02,1.411853498969268150e+00
8.677271336621941167e-01,8.771617678602027013e+00
4.630899897710177848e-01,2.736398286773286781e+00
8.041299800001707743e-01,
8.388330810456963160e-01,5.084364865288462987e+00
8.379341127483883600e-01,4.871588046706191832e+00
7.775579876788349942e-01,
7.385695576553192865e-01,
3.540616168297450184e-01,4.173349213951068393e+00
3.866171816541761341e-01,3.090206819616758693e+00
7.339360059181300189e-01,4.602790292976766118e+00
1.227813958669916605e-01,1.151946276420277915e+00
3.692604160061756513e-01,2.915895657493813520e+00
6.804304504495951589e-01,
3.685278374018363667e-01,
2.319990323542886479e-01,2.275488943518920948e+00
7.189751307125568092e-01,
6.400089164305938771e-01,
5.106799122203558028e-01,1.771555448200556215e+00
7.924546025327260379e-01,2.486125342123165272e+00
1.899948777639726138e-02,1.029634912125148682e+00
7.892288246234188120e-01,
5.757275851862648786e-01,1.859772065280636877e+00
1.695429330186735140e-01,1.832045220233865734e+00
2.440230130177938328e-01,2.513931281488486658e+00
2.416400818011654739e-01,
5.113772387649252460e-01,9.416485784399486469e-01
7.131880979827928124e-01,7.189008648558612435e+00
4.969022629884624065e-01,
5.242577717715292129e-01,
5.536747524095445572e-01,
3.589301393205734936e-02,1.314609389605073897e+00
4.476850968335196468e-01,3.611437960527869695e+00
5.796794840370484980e-01,
1.045596952816388869e-01,1.760024275912298375e+00
4.349092370719365164e-01,3.979232599674630055e+00
5.043129595810029731e-01,2.959428953548026264e+00
4.416633848195461454e-03,1.019885024034756116e+00
1.588078259923795255e-01,1.787426158144497235e+00
6.017404946090422202e-01,4.427368871481279555e+00
8.633502585791887896e-01,
9.729809919987442157e-02,
7.009921586218040845e-01,
7.736524806415017164e-01,6.316462028699134201e+00
3.265371128966922942e-01,
1.757983105900698950e-01,2.020509208262019296e+00
2.572092966863637198e-02,1.244435401826140986e+00
6.725393352069511943e-01,4.934005090402608928e+00
7.933537256932854387e-01,
6.011737935963936685e-01,2.969184313690912180e+00
6.068465256404071972e-01,1.856956030850392736e+00
8.715412380617710841e-01,7.572668685863962246e+00
8.118728933072222320e-01,6.432725176910249587e+00
5.858321950894949115e-01,5.200182250875341694e+00
6.217271193636952908e-02,
4.881963306191993146e-01,
1.552235623930559028e-01,1.511971200061638765e+00
2.569052946484826627e-01,2.844898177111076176e+00
8.795541406347048285e-01,
8.555241199388022855e-01,7.094953738193270354e+00
1.954168724225603393e-01,3.065102749993889208e+00
8.588657548097961003e-01,
8.784374032633739393e-01,
9.487218743218830408e-01,3.281287475360088024e+00
9.139656859070639516e-01,6.005801926802011081e+00
3.600937016528477086e-01,1.611380087949583428e+00
2.630751736837334542e-01,
8.203289929256541990e-01,
4.812458536407698828e-01,6.300695117554379721e+00
5.886873351341944671e-01,
1.233330331938475855e-02,
6.939596735048781939e-01,7.426450127623871467e+00
2.052116044155228858e-01,1.195643241419185765e+00
6.843186153208752343e-01,
8.919955729577555559e-02,1.762644965244292816e+00
