x,y
1.633749046786987513e-01,1.606162414992148735e+00
6.860700996325176382e-01,4.387101284475278362e+00
3.006878993943490341e-01,
9.470132501347661158e-01,
9.450642305551555378e-01,3.191437667436181069e+00
5.598797061018094823e-01,
3.809705558777086720e-01,3.714063261245488690e+00
4.893450365542787450e-01,1.181088344763594922e+00
9.944553280801967654e-01,
6.650805164918522916e-01,3.130015293111882535e+00
3.624678549289738205e-01,
8.242970014019017633e-01,3.487027980265792415e+00
1.508622756241351226e-02,8.494139460877027092e-01
6.775075540519259754e-03,
6.204793759013401688e-01,4.420489153866733467e+00
7.467993802153741756e-01,3.502604403756938378e+00
6.064466670591428521e-01,1.781161742333549958e+00
6.170337083659830357e-01,2.802193439617256754e+00
9.788062028030257711e-01,5.561541545138626752e+00
2.672689700333744645e-01,4.030994640664907536e+00
3.655151214256306957e-01,
3.908190822957441357e-01,1.009769671703462546e+00
2.878053270143967612e-01,2.236063271095225957e+00
1.000262096518602650e-01,1.256560723603100005e+00
3.684791261218567371e-03,-2.297335162442490919e-01
4.385851860848013484e-01,
6.591948019471205455e-01,
8.877661823871005886e-01,
5.019716074289349850e-01,3.402397572054915109e+00
1.713726926572923803e-01,
7.833100025841946978e-01,3.192527134926028687e+00
3.615518241858600712e-01,1.476492261273836482e+00
1.781983196364284039e-01,2.342042935094250655e+00
1.164482836452375158e-01,
2.832106619253510482e-01,
8.884773785783610656e-01,
6.567392104391828189e-01,
6.594351869885254347e-01,
1.213334303219477661e-01,4.019712596464939836e+00
1.020006263397299495e-02,1.108109708371608937e+00
5.225841222098446259e-01,
9.907863466602734315e-01,3.885733414765492277e+00
1.876736992840930540e-01,4.890903035085503170e-02
9.410816430417227041e-01,
7.329707879559029804e-01,
5.701489288989900484e-01,3.731244664769322483e+00
7.186295621132119393e-01,3.369969626550583630e+00
4.842613679208374045e-02,1.205719359333554230e+00
4.032797906232575835e-01,2.849329099471056281e+00
9.397277410689079957e-01,4.698824029286949866e+00
5.452063005361053039e-01,2.774072975718910428e+00
3.411096762298000407e-01,2.025197648025794273e+00
9.613384835694317454e-01,4.310228147183613245e+00
7.321725874443399951e-01,
3.670068711963940800e-01,2.532878697037333371e+00
6.210690763870628794e-01,
9.536119763133017457e-01,3.994362421941329622e+00
2.233847725622136737e-01,2.038383258369022677e+00
4.083277512344689608e-01,1.108375137743406791e+00
2.662607842489234100e-01,1.291705979563236406e+00
5.386580293786136231e-03,
8.526957657100497912e-01,4.300511581860043009e+00
5.832643646113849778e-01,2.822323620778249165e+00
3.092959489796713868e-01,1.677107442517288050e+00
6.176091367961366041e-01,
7.454049008311535163e-01,
2.110712690289959781e-01,
3.888627229348312619e-01,
9.886284092169621562e-01,
3.319476565808417989e-01,3.594955415032133228e+00
8.754688129899734772e-01,4.592487079351214696e+00
1.932784637957243312e-01,
4.922584222483924465e-01,1.110636119967771007e+00
5.574006285673365202e-01,2.080122346814918366e+00
3.725041967597197967e-01,2.902586041516169502e+00
9.558035973897015536e-01,3.643535439501114581e+00
7.747766962155453463e-01,
8.305057278949383726e-01,
3.830065002271549890e-01,3.139250300202311994e-01
4.925739909270899775e-01,
8.225222745195852614e-01,
7.581391053958925763e-01,3.960158863651959127e+00
7.014523057952655183e-01,3.413506150392392247e+00
5.232410934816512649e-01,1.932976130044618879e+00
2.551187207703832227e-01,3.762821534567883930e+00
9.536165234992493023e-01,
5.024937808975049602e-02,
3.026347867647997125e-01,3.247726739631497495e+00
4.969378820408449915e-01,
4.879642079652390940e-01,2.120571835824898610e+00
2.015758550432404927e-01,3.467875037108848701e+00
5.012766304845575061e-01,7.262110415716560574e-01
9.068203338404825509e-01,2.522309605175899527e+00
1.736353420713054874e-01,1.491772710327488038e+00
3.231502179609452297e-01,1.914732036050398101e+00
1.741543560189497963e-01,1.340110210208705688e+00
2.096033638264988008e-01,
9.613630024191872625e-01,4.157078564867186188e+00
1.365233709649326110e-01,
6.358909518852073894e-01,
5.853035967492314917e-02,-6.557030462304667129e-01
6.946077161701014191e-01,2.753768256008617854e+00
3.665326286513370668e-02,-1.962919573632415648e-02
7.497864067149614398e-01,4.149539018597876883e+00
6.051722665979419880e-03,9.498848857299442283e-01
2.597027725497647044e-02,
5.434351030605366617e-02,2.577114351333106512e+00
9.055350083873490163e-01,4.553213741864828634e+00
3.176069241378132180e-02,1.129932325847165631e+00
3.776913973749433939e-01,3.015255257946134915e+00
6.828148228878849757e-01,1.116077018093778683e+00
9.413579959794069474e-01,
7.295757962755267112e-01,2.735853226892324130e+00
6.868255380267592747e-01,4.040916334521691411e+00
7.519062507178834176e-01,
6.340954350616725410e-01,1.841837869665581939e+00
4.775736936907015728e-02,8.462624238797114007e-01
9.998330707338963785e-01,4.493070674091486971e+00
4.135989817339339458e-01,1.105592960361718724e+00
4.794055551346724231e-01,2.581489285352577046e+00
9.836234935716318128e-01,
8.029029069750195369e-01,2.937176809009587330e+00
9.245467233422038911e-01,3.646526741976890751e+00
4.495345812051908529e-01,2.477697056348249660e+00
5.845921161048439618e-02,-7.711877229206614004e-01
1.505273429284884612e-01,1.006536421272898219e+00
7.409609700703747581e-01,
1.483245687224898912e-02,
2.488111967948624104e-01,7.172914097624942809e-01
8.183555009188641094e-01,
6.403154222755469416e-02,-3.709064976082949716e-01
5.684534625088207838e-01,1.499557831489222615e+00
4.706278185367397393e-01,2.628176279826643924e+00
2.417460542714774396e-01,8.920914394244525703e-01
4.741174965737117164e-01,2.004301197809954971e+00
4.010635801628316122e-01,
1.657468634513388217e-01,1.905034863628365382e-01
4.123946234805174749e-01,1.825302638364930008e+00
7.614500102718646524e-01,5.409970469714499686e+00
4.903976810489371063e-01,2.089278066912573895e+00
7.341293761487880376e-01,2.734391876730102755e+00
3.626313604587932948e-01,
8.404361983618655607e-01,4.040740052588373210e+00
1.790662312112978327e-02,
5.145346490054883981e-01,3.707991947570056901e+00
4.359348983953762469e-01,
3.490820018088468535e-01,1.544271916560882030e+00
4.093445161409066113e-01,1.493940020779786160e+00
9.707145082629887733e-01,
2.832042298518037127e-01,
3.667758998423283900e-01,3.278173347907830326e+00
2.483961465686840286e-01,1.995425823062126902e+00
7.106297975783103515e-01,3.736524967229403860e+00
8.763905540244031345e-01,1.537067462060088374e+00
3.754770180342634767e-01,1.815685185184688688e+00
8.626965192741421484e-01,2.531809458785125866e+00
4.166230948983804527e-01,3.164483673627967786e+00
4.738138422056579202e-01,
5.248443417863011273e-01,1.110401964885235238e+00
3.779715374591958721e-01,
2.157450007169493533e-01,9.146262830919948961e-01
3.805420502608842792e-01,8.468710053628973888e-01
3.068804956145164686e-01,
7.094158438938297229e-01,3.399202983584442173e+00
1.803228413773461103e-01,1.197523999552909224e+00
2.248298071192552650e-01,2.189090695206684423e+00
7.286539897191051107e-01,
7.036876468296747733e-01,
8.340752310507897338e-01,4.216999839418727802e+00
4.226802805054330481e-01,2.607796019323718184e+00
1.029340167016175034e-01,2.091309198378697332e+00
9.089751904596068410e-01,3.824703273958619754e+00
2.645476345815684915e-01,1.637380711736984296e+00
2.582748436236274037e-01,1.686763411741518004e+00
2.702605709528155264e-01,3.738763378602468102e+00
1.633161478367448627e-01,1.602206760075505665e+00
1.989735599552877598e-02,
2.856874033160324844e-01,
2.704523991986492737e-01,1.392389108062667580e+00
5.586409594053491912e-01,3.921663260773209814e+00
2.898469810849024775e-02,1.742927596492262365e+00
7.385525912612789234e-02,
5.840451856258457308e-01,5.235214523842143919e+00
9.087657879985095999e-01,2.593227109581194512e+00
2.154529715206460194e-01,
7.929065990586739998e-01,3.724795482836102067e+00
9.770369030062620030e-01,1.719869812217032834e+00
5.662154386245515925e-01,3.281758806894173652e+00
9.312668833848501970e-01,
7.727721015332498222e-01,3.939133441971863103e+00
2.157070763460540164e-01,
8.281514110697113518e-01,3.789136553362307591e+00
5.483481324977098614e-01,3.041416402892666238e+00
5.476619921498692145e-01,
5.313720815562330557e-01,2.780682945266592654e+00
9.974382540923638629e-01,5.462764292055485527e+00
2.546151352566392578e-01,2.182709613333085663e+00
2.811743671931143940e-01,
1.405976743372773230e-01,2.172283113629723594e+00
4.550400149523770033e-02,2.163644487810380213e+00
2.391993113085781886e-01,1.612335308182275995e+00
2.610201074214387740e-01,3.370184729407693425e+00
5.238158796871228429e-01,1.269193431183992749e+00
6.955676724104475905e-01,2.407929982196346685e+00
8.618893496305597424e-01,1.874397832545451115e+00
8.377509285531000716e-01,3.972860724475834715e+00
2.547418248788679840e-01,1.146352507734546666e+00
5.220130042347744803e-01,3.249799146009301865e+00
7.618651073610398505e-01,
4.092490166429137988e-01,1.928719282711147676e+00
1.950544087871795007e-01,
9.742583307589622876e-01,
2.997060236493701568e-01,3.425539272444989347e+00
3.230310052930216447e-01,7.292193064085366050e-01
6.981114952813002317e-01,2.764167408840594309e+00
2.068225299880623869e-01,8.163548603879914323e-01
6.371084458418497798e-01,2.792075855522296202e+00
7.767306820532048350e-01,
7.657667090474923333e-01,2.655708776732955467e+00
8.711014723333299070e-02,
8.874030560079769758e-01,
8.920468355910636804e-01,3.608176441636056886e+00
6.183819255917960556e-01,1.928281518541414830e+00
5.750443765104243932e-01,3.610282044954121972e+00
8.366711296661750730e-01,4.974467327926516802e+00
7.210694477480807940e-01,3.968134416577783874e+00
1.420051130865457312e-01,
9.880514357570790995e-01,4.746104876443242304e+00
6.377157409943344790e-01,3.518739089920746022e+00
7.778173402193834240e-01,3.876863588604642530e+00
3.641817069973797283e-01,2.147280265379778008e+00
4.702807650619335034e-01,
4.116230823403123074e-01,1.089536872969234516e-01
4.158217825529999523e-01,1.429805140592920409e+00
4.146366163333895516e-01,2.939758989503179709e+00
2.416609857133218409e-01,9.993443360946970833e-01
3.793160464033729085e-02,1.226169323821254764e+00
7.091512211135982957e-01,
1.002680621246422321e-01,1.829298706608787128e+00
4.834520539841407061e-01,3.142662551982462915e+00
1.689101824973748833e-01,2.589183205839919566e+00
2.810841822479348551e-02,
3.850501971725648342e-01,3.334963808158004639e+00
9.739180718523751112e-01,1.278105069833632257e+00
2.198343616641462717e-01,1.703059354131056580e+00
9.237905402005627264e-01,3.551524691713447979e+00
4.946267261496362089e-02,
9.022094273106795459e-01,3.080027921195512164e+00
9.771547058455408719e-01,3.791512295084449313e+00
9.620911983757640673e-01,
5.925996768314568675e-01,
3.288904191218595674e-01,2.768375714316063441e+00
9.021697312139549396e-01,2.157566534230500821e+00
6.230625049118593273e-01,
9.605940037034229606e-01,
1.690948300311051478e-01,1.887931480392987638e+00
9.633446302260054717e-01,
5.429899929503931855e-01,4.258093274757650981e+00
4.211435392382978371e-02,-6.533350015847094738e-03
3.192217622884980788e-01,
1.416756557782471448e-01,
1.270394402264846123e-01,
8.614627263686760461e-01,2.323546257591697639e+00
5.696959656107501990e-01,1.560713197383777118e+00
6.807995454317624651e-01,
3.984792573371777058e-01,
2.869462093588844853e-01,1.595198394308214862e+00
7.498616899589763962e-01,
4.586575396540107930e-01,3.318891774421630636e+00
8.539399551839077507e-02,
8.435492252309105821e-01,3.624430415914198456e+00
8.271027616567577789e-01,
4.796957254916889291e-01,2.108078567069981979e+00
4.206011386810556418e-01,2.955306176723069722e+00
5.301895525883525417e-01,2.069397366115024006e+00
4.201824258508831678e-01,2.594308901335712125e+00
2.540544843013009535e-01,9.325351944765551959e-01
6.619346077345420465e-01,
4.813228075827091779e-01,4.678770431605620672e+00
2.729647157285783887e-01,9.279975726495510724e-01
9.893536819784354286e-02,
6.205182643847684254e-01,
4.524158359936407692e-01,3.633682354108187074e+00
4.090756047473664836e-03,2.011135278651995151e+00
4.929118772646978730e-02,
1.538729222612053027e-01,-1.048156529266801584e-01
3.333881618164502569e-03,8.349254416071932861e-01
6.101969083476153077e-01,
8.878520744431092071e-01,
8.870500168360567761e-01,2.079428574429192267e+00
8.380145090283769305e-01,
7.763998109888170518e-02,
6.753941399930351031e-01,3.521700522968991276e+00
7.026362307371902816e-01,
1.333334927990925678e-04,3.591715458146138573e-02
8.001028439469068942e-01,
5.216837436059639233e-01,3.835717668895660903e+00
8.618412462282073472e-01,
6.795220012636974394e-01,1.906209992666340503e+00
9.085121312063473287e-01,4.385995801687416318e+00
6.170819470382475913e-01,2.551159706076261635e+00
1.458858268235072586e-01,2.303214787369590066e+00
3.579740975671672487e-01,
1.264850670037531710e-02,1.783378326408234793e-01
7.398160238339912542e-01,
8.219660639190554674e-01,2.345962103272067001e+00
3.521880947020454844e-01,2.151389971818786329e+00
3.139315584475922405e-01,2.231782725733898687e+00
9.791515277246863880e-01,5.209165907369196269e+00
1.473585454082505519e-01,
5.924156510663969311e-02,
3.339190565400751431e-02,8.485098689603423061e-01
8.202380485901964446e-01,1.959194429182258279e+00
8.490933922447737592e-01,5.222128551828872034e+00
5.574506277180923952e-03,3.184294146331686504e-01
2.404845445478344113e-01,1.836953415033806047e+00
5.374771327973206780e-01,2.495208059237633336e+00
1.185444619826522272e-01,
8.995037562110386187e-02,-9.113963083311094060e-02
8.290287182280076106e-01,
8.125474694613323834e-01,
3.325872552034072616e-01,3.798203638739068300e+00
7.547135112485175990e-01,3.281010257754905179e+00
5.005996606485688671e-01,
8.503322856419082143e-03,5.162203086511981676e-01
6.230129353781651558e-01,3.072799921190124017e+00
8.839718503131179794e-01,3.909988058134389988e+00
5.223790618047858825e-01,2.153888434548890896e+00
5.045309060172422644e-01,3.704617881035411564e+00
8.821771770799854417e-01,3.314383487025729380e+00
9.660859407021897827e-01,3.332042393046190210e+00
2.689374115539077126e-01,3.403975488247902526e+00
6.392435210403591972e-01,
3.851490930545571345e-01,2.569028692678898551e+00
6.561285526264376555e-01,
1.177099550485578572e-01,2.032813314089304768e+00
3.435497157710618588e-01,1.657463378035595181e-01
1.890764400405012813e-01,1.173020265707718224e+00
9.939586528150148315e-01,2.723770875424311733e+00
3.428372396260649380e-01,
6.963406376039202872e-01,2.004996239010453429e+00
6.186595013072653249e-01,3.112579837315941234e+00
1.134407009493840768e-01,3.626525501818671504e-01
5.196201016325383559e-01,
4.232431932293703181e-01,1.553945488016203136e+00
8.829395184850190592e-01,2.395555659644588609e+00
9.585938311375770127e-01,
1.823496034664946475e-01,-3.039313144548649870e-01
5.548945783357083217e-01,
2.714781382662672105e-01,
1.917812316618004997e-01,
2.573737930716223365e-01,1.814117023350799940e+00
5.854943825095272336e-01,3.544585610624364502e+00
3.239591742886611669e-01,5.619092239612646367e-01
1.928376338568325021e-01,2.368374900102423020e+00
3.568806934003063702e-01,1.621626361395611893e+00
2.219015919109130763e-01,
4.108984166976037411e-01,2.453266477191782258e+00
4.072770910457373938e-01,
6.717060501620886193e-01,
3.422912389363184094e-01,2.370075591037458018e+00
2.193501105818207453e-02,2.997086784994418274e-01
8.567713180107738857e-01,5.193584369919337362e+00
4.874179033173986486e-01,3.820173601906057037e+00
2.884067803010176290e-01,5.861970661183595332e-01
5.440258938945481404e-01,2.270778450825251760e+00
9.881458345878028071e-01,3.576052062287921718e+00
7.603424674984970988e-01,3.282186805003691088e+00
9.029072049327324656e-01,3.179249699349957048e+00
5.733404408593831825e-01,2.743290353501425471e+00
7.052985812366452389e-02,1.583896053832403394e+00
8.410883074763886302e-01,3.802587440444436861e+00
8.160115944832795343e-01,
2.024517067330733333e-02,1.817787271343077826e+00
4.317696418175975825e-01,2.347518882927202899e+00
7.227562547104574575e-01,4.869733611526662287e+00
4.312495602921538884e-01,2.351631020807833039e+00
9.444664204000731145e-01,4.431083665370940672e+00
