x,y
2.020371232337977441e-01,-7.554622400081258959e-01
6.519407056377002352e-02,-3.194134867817489454e+00
5.636493187774047620e-01,6.864087837880790133e+00
8.056148674047481917e-01,6.845888340215594781e+00
6.847113445225604389e-01,8.277747752481676713e+00
7.896963298018881972e-01,6.914197851926926042e+00
6.428604178358623411e-01,7.782221273679635232e+00
5.296649804812543216e-01,5.966980679128482734e+00
6.281808084300577466e-01,5.778899142939717848e+00
5.933534360737342528e-01,5.378905789525401104e+00
1.452751503102085451e-01,3.886261159234760676e-02
9.531143159227968287e-01,7.119423816496762925e+00
4.945751290707025571e-01,
2.076940744915852788e-01,2.069899547970344145e-02
7.967156682710393456e-01,7.139253427936625762e+00
8.742007719332488547e-01,9.524806046590580166e+00
3.417230066096323959e-01,
1.112301200986712812e-01,-1.774384832324125583e+00
7.552126612928005134e-01,
5.341762276353494432e-01,8.235964896174946759e+00
4.148516503669626987e-01,-4.141483734565865049e-02
8.901096287354165471e-01,8.127391173331615093e+00
3.683873501878147660e-01,6.192791925810858800e-02
7.058489442037904071e-01,6.977247244791469960e+00
5.190559439900617189e-01,6.296481559444015552e+00
6.309767080736295997e-01,6.503662109812609948e+00
3.634980376735257313e-01,1.281454670209107638e+00
4.078200432656977625e-01,2.681123735383148521e-01
8.187156270730140406e-01,
9.995157357171798873e-01,8.659467541987384109e+00
1.709864575058956948e-01,-1.440958318200441957e+00
4.315105081883865434e-01,2.169054021596128479e-02
8.766191959254744370e-01,
4.689084912107854830e-02,-3.452090272062325216e+00
9.843503693421973288e-02,
3.867254025348614288e-01,
1.383638645004403589e-02,-3.728798609878058112e+00
2.021366385580224412e-01,
5.667184102005885515e-01,6.200209022331197417e+00
3.238907009209128773e-01,
6.384828154790322952e-02,
1.527038684753709852e-01,-1.541000290111411264e+00
1.267678678679665660e-01,-1.938847646380756018e+00
8.453926986651510989e-01,7.897579706197949356e+00
7.399425395676917372e-01,6.441764289755601780e+00
3.568840763405831673e-01,-3.135765433855040474e+00
7.015979367224706165e-01,7.739036451872966182e+00
4.590041628626397863e-01,1.908291891022064313e+00
5.170639105831222881e-01,7.783810792462714012e+00
3.575831377000904254e-02,
6.720206690574687114e-01,8.162869283721425617e+00
4.332868588174683122e-01,-6.048744516113302438e-01
4.061967220632705100e-01,-9.599738577431877751e-01
2.839381795298344668e-01,-2.542411024635666816e+00
8.538376155986129312e-01,8.332610734538583586e+00
2.161246126316703764e-01,
3.672346687583486480e-01,1.003240648852130601e+00
2.572626823875648894e-01,
4.507156801807802315e-01,
3.869588435612685284e-01,4.438449251680198770e-01
2.876326899911295643e-01,7.831145701887582966e-01
2.498509284251237972e-02,-2.525003923251583959e+00
3.071822157817134524e-01,
4.947240856927156427e-01,1.179437368806652398e+00
9.757447836371027083e-01,1.056601686178536781e+01
6.434945351186481810e-01,
9.717967869298576034e-01,9.269259102055183774e+00
7.971342348292153046e-01,
9.151607266793194695e-01,6.901323320977409637e+00
9.549842073215276672e-01,9.426314636595112262e+00
6.101931701322822477e-01,6.363232915231902709e+00
1.297114781262870276e-01,-5.306365211042805008e-01
6.301914829453245659e-01,8.085743717515672557e+00
4.045700687472960633e-01,6.627952638229306359e-02
6.570658028064684242e-01,7.686347729449797939e+00
4.475504938462896432e-01,-8.903688436874763745e-01
5.705267002073061144e-01,6.577647550816736022e+00
3.745080881809865758e-01,-2.981009786703880948e-01
5.510969476833879055e-01,6.789012206133035576e+00
2.956726685081485506e-01,-5.039721433559654074e-01
2.999478340039558599e-01,-5.225865475959112771e-01
9.355243159457404811e-02,-1.704484227493749504e+00
5.584966831731569270e-01,
9.115151657765073745e-01,
8.600253262297830048e-01,8.732016022359307073e+00
1.276681415327356461e-01,-3.568045828067780256e+00
5.110108711395138226e-01,6.754461197508302206e+00
8.812116036439056055e-01,
3.559244989455622177e-01,-3.951639287608919027e-01
9.741176259068210497e-01,
9.810371639977908398e-01,
4.454975309083795132e-01,4.855100107473830917e-02
1.910740433864613896e-01,
8.034058611942176409e-01,
1.332783155316731305e-01,6.711998420899831785e-01
1.724849758978292957e-01,-1.500506055587037979e+00
9.451373611789551932e-01,1.025576211137402538e+01
1.732195912826938189e-01,-1.626951308986162026e+00
2.806872319000147664e-01,1.064553420435261133e+00
2.518465778352846351e-01,-1.491404950763662196e+00
9.692461818036045562e-01,1.112816434327648452e+01
9.829864856519187066e-01,7.811245569348045592e+00
5.888601830620118216e-01,7.695848877706453983e+00
2.207381635138798703e-01,
1.356461719094231855e-01,5.287019490421598356e-01
4.207669551777182271e-02,
5.740159315805021256e-01,7.241852488482585670e+00
2.790102954193847129e-01,-8.070803254624951961e-01
6.757004646024445949e-01,8.709419514968022469e+00
6.050918339642925581e-01,
4.599861996171242806e-01,-9.465277463928187807e-01
2.440479635944289294e-01,-2.451495543189357917e+00
2.983656563309806664e-01,-3.968878180522912302e-01
8.732464191298917600e-01,1.039450394373228193e+01
9.533300893061286141e-01,8.459792209398631968e+00
1.393140748002541507e-02,-1.658487434900157487e+00
5.828646044839007612e-01,5.766004727368167160e+00
2.824613480053814740e-01,-1.675550368514604038e+00
2.726411415501054369e-01,-3.297520449098700901e-01
9.728391150419697375e-01,7.527778855170794259e+00
3.277322605610318851e-01,2.115545140801606827e-01
4.085379062188427834e-01,-4.866191372224726308e-02
3.233658868150783849e-01,
3.140846704366522246e-01,-4.861647783885065799e-01
4.098975865527172413e-01,-1.217736409688876975e+00
7.603609320892036338e-01,7.956355819876281821e+00
3.877886389728329997e-01,-8.234032564840578772e-01
6.707363690232355236e-01,6.579568262613953777e+00
5.428676279460359355e-01,
4.062504110946119074e-01,
5.800123342467583543e-01,
5.150463571491735726e-01,7.364228904424455990e+00
2.659579408441334891e-01,
7.403535295796950244e-01,7.433922059584155306e+00
5.533897256574888956e-01,
5.016496036847529760e-01,6.643206141118493946e+00
5.087182165397021727e-01,6.099602303852286411e+00
6.873371544180615356e-01,
1.524297113909302004e-01,-1.500211345437023613e+00
2.382455338192722705e-01,-1.373350306110421304e+00
1.083341817601448653e-01,-2.662109542767887582e+00
3.076200114518657935e-01,-8.821091257074549219e-01
2.455872451170237891e-02,
3.489626919228994151e-02,
3.928704007458102554e-01,
7.141318172782123996e-01,8.027022326226701310e+00
8.517579267151645928e-01,8.513066905792111783e+00
7.419843912091561577e-01,
1.567978027143341890e-01,
3.527948802418319207e-01,4.781287977964887581e-01
7.265897035690549455e-02,-3.252436844888128231e+00
7.228946927483248519e-01,8.887396824050728839e+00
9.316686474471411739e-01,
9.703449731541048395e-01,
9.116486996175812152e-01,9.369981310129496421e+00
8.640845961769354489e-01,
4.269869856660357677e-01,
7.785132160922269007e-01,
3.515144578073174930e-01,-1.840514850254112211e+00
2.095317144547550470e-01,
8.366720865312454736e-01,
5.577001024264902629e-01,
6.151597434229806316e-01,8.395868045888912334e+00
6.837910183262129182e-01,6.488602497935493929e+00
9.406617660763643141e-01,
8.646285724094231462e-01,
2.039495142091090063e-01,
9.039050588543127152e-01,9.264802352240739225e+00
5.941994973126548674e-01,7.514402438942466844e+00
2.704824352677128729e-01,-1.036152623083915536e+00
9.916820566949436921e-01,9.070164142048586342e+00
4.646240389000280135e-01,-3.612880609478112959e-01
5.626057089845211134e-01,6.432709718846281177e+00
8.349091984035729164e-01,
8.438226461111084653e-01,6.635215380764587501e+00
6.799715768087079004e-01,6.990836244643454656e+00
3.832772960518607830e-01,
6.568539956022196868e-01,8.353112288372013694e+00
9.663658692229054603e-01,1.066950785767026844e+01
6.408438469840869178e-01,
7.501783029821602611e-01,
4.185146978184954847e-01,-1.486543525312942648e+00
1.551068348975342959e-01,
9.266699791256468588e-01,8.425262008041240591e+00
8.874869572611541191e-01,1.102319342428502580e+01
1.807531207023038711e-03,-4.006825920675325392e+00
2.720154684727648098e-01,
9.320271307375268544e-01,9.322715372446074511e+00
6.594040442907467270e-01,5.810840642021963376e+00
5.644567038524672675e-03,-3.005115106372197697e+00
6.396265454008015494e-01,7.849250517071771682e+00
8.775631211379131269e-01,6.645148792915012592e+00
7.103563003173978263e-01,
8.836129928312799198e-01,7.514328641243970708e+00
5.619241960966521177e-01,
2.735606135073228584e-01,8.598665533533342842e-01
9.163372438041130774e-01,7.895844111842638569e+00
2.886618138517769161e-01,-5.944007072066685993e-01
9.842791556195379377e-01,8.004768652946363972e+00
2.559733370921920548e-01,3.674741156003871190e-01
9.078370396851380697e-01,7.785925957413281751e+00
7.781949434709393154e-01,7.377506115566854206e+00
7.524215765060405792e-01,
9.042924978154498472e-01,8.780080774623492346e+00
7.267290504224636072e-01,7.637931804875783826e+00
2.449649871810011259e-01,-9.770345996799703059e-01
3.154218046315907520e-01,-1.317048583175364662e+00
7.323866428858020194e-01,7.509833982993004753e+00
9.855434909369229501e-01,9.581190870862275943e+00
6.357504415681511922e-01,6.995336049093301867e+00
2.927739776558024865e-01,-4.116753771087187097e-01
3.014493967007810804e-01,-1.801002232091341249e+00
9.381461548858183175e-02,-1.379063586652963469e+00
2.197515177632247685e-01,-8.923271855423302590e-01
8.063096518424258674e-01,8.062270207076398520e+00
8.893925005954417262e-02,-1.770733029607430176e+00
7.951781083388520521e-02,
2.175999259125849239e-01,
2.386333106755708089e-01,
8.440506497473352354e-01,9.544911256432245139e+00
3.063234267186912829e-01,4.687141731851451887e-01
8.183567818394585913e-01,8.348439226587156980e+00
4.603880088087480837e-01,2.353370205364883283e+00
3.690523056890815390e-02,-2.355219545667346370e-01
6.815481697659864224e-01,
8.935283339507915645e-01,7.180750831448724725e+00
1.762980026677107848e-02,
1.596676145487255782e-01,-2.360030047001345554e+00
7.446577176207459514e-01,
2.049458995802042605e-01,-2.780924561765401926e+00
8.556286127485079884e-01,6.551961042317939743e+00
6.706157734737578924e-01,
3.884271793289706398e-01,1.885603678246220438e+00
9.464044348547921981e-01,
4.900360162972684508e-01,8.200950895366645454e-01
7.520297857483342341e-01,8.285956002963581923e+00
4.992088278743126439e-01,
3.898564456274790091e-01,2.832312352098176333e-02
8.324900592957548140e-01,8.078748972088142466e+00
3.207685589327520237e-01,-4.706474433592462425e-01
7.681208170237868726e-01,9.121650051963763772e+00
4.055759859163716730e-01,
2.675273171258807370e-02,-2.937596471425723443e+00
8.071293624070692285e-01,6.332844336472443381e+00
8.558755516922549322e-01,9.293804556188922206e+00
7.520741695916948188e-01,7.756721680911956796e+00
9.097618176239894439e-01,8.906041659827675261e+00
9.206216955260257961e-01,8.675010864404230304e+00
9.499621287556712090e-01,7.955360737084139267e+00
9.883525855079183797e-01,
8.669725786251333277e-01,
8.184945157634283541e-01,6.838451757315030299e+00
5.442711325474792750e-01,
1.002086039603594658e-01,-1.441771211008056053e-01
9.818386580985540846e-01,8.750689841384971857e+00
2.457293880754338744e-01,-8.197009791288070168e-01
9.490429951947025877e-01,7.227790638053930294e+00
6.889448911402968889e-01,7.328747495426123137e+00
5.285370889053818688e-01,6.326984215112874566e+00
3.557876243707938091e-01,-1.280503456907381654e+00
7.956087250857633020e-01,7.035583375728404754e+00
5.807747500148057185e-01,6.660016572923633582e+00
9.659384388565865898e-01,9.484578421504636481e+00
7.203130151250547453e-01,6.873499109718940403e+00
2.742357670282854487e-01,
6.768181561104471555e-01,
1.922244040350115091e-01,-8.249285584409937755e-02
2.812680630564501350e-03,
4.374072146486107648e-02,-1.910968127272520301e+00
3.239393729909604280e-01,
7.128340346720449805e-01,
6.332526905170721143e-01,
2.597610002841320709e-01,3.601249756526749835e-01
3.054388255832850563e-01,
7.949088448315221322e-01,
4.457516568448868233e-01,8.498945420152641539e-01
8.901295588673793224e-01,9.249777590926472115e+00
8.171608972945606508e-01,
2.732983109002474764e-01,-2.264056792283053898e+00
3.627122503642981055e-01,-4.744292860995482641e-01
4.976939595195680743e-01,-9.480272007073464735e-02
2.341923725172128101e-01,
6.594375031586409142e-01,
6.615674834881016819e-01,7.328232614524514688e+00
8.762321273816485734e-01,
2.669753718156021582e-01,-2.115954614085491237e+00
1.374750108850328889e-01,-2.333745920673733210e+00
2.783376007398871144e-01,-6.627973558798165854e-01
3.665105873900711408e-01,
8.327354262952537667e-01,8.605200323994928624e+00
4.588316138286414603e-01,-1.305801513852551388e-01
4.495828688777323556e-01,
6.603660092698391271e-01,6.879115682756069106e+00
7.798493647522390937e-01,7.428974172126622477e+00
2.773396271498905774e-01,-3.007913084919406899e-01
9.941524470549178982e-01,9.503059153213081700e+00
8.431538207135119700e-01,8.686190822263194278e+00
9.639705533567185514e-01,9.608220096387899645e+00
5.000702680992508142e-01,6.206799212853802317e+00
4.269488964175142121e-01,-4.196265500132327908e-01
1.157457589403193543e-01,-2.486284684601050898e+00
9.053852282467699242e-01,
2.247173982471204479e-01,-1.153390477408264836e+00
4.439010637880140830e-01,-7.926397283565034257e-02
7.334135895394133797e-02,
3.929957329771985863e-01,4.843921976783276406e-01
2.792504673855537023e-01,1.072197532623677674e-01
4.023017476031345296e-01,1.535214167740963642e+00
4.673143242996383728e-01,-3.696784781410968890e-01
5.788413416140472112e-01,
9.361586017186050990e-01,8.727454078725852327e+00
6.869936697676308768e-01,
9.758607099692749864e-01,8.686876217277292866e+00
6.260220471685280508e-01,7.541551122162719167e+00
7.937885605307199999e-01,8.577536634179036668e+00
4.484160261944738490e-01,
9.620915249350869836e-01,
4.943023530573554813e-01,
3.445388137388334382e-01,6.909031023562945961e-01
9.914851340445673955e-04,
4.514244146156403126e-01,2.864729623314876683e+00
1.885705405314413996e-01,
5.274731634120908286e-01,5.333570483951122654e+00
3.998742707890353687e-01,-7.314010077035359991e-01
7.993225873270148885e-02,
9.576716934197024855e-01,8.085762603622224987e+00
9.662899629375665267e-02,-3.124146598415997733e+00
2.354898950905380817e-01,
2.602894237972188662e-01,
5.502651718312190354e-02,
7.206722280601575159e-01,
6.202173594854681893e-01,8.127585878048645185e+00
8.677406037584128873e-01,9.091445700432259969e+00
7.827646848404816726e-01,
8.589149851271815628e-01,6.932864665684683736e+00
2.312827973653722724e-01,
9.309528528000740044e-01,9.338874085504439648e+00
5.462244115683696499e-01,6.667150563533862595e+00
4.687692093012715278e-01,1.455015465147569298e+00
1.849268126793350842e-01,1.356244702437483518e-01
9.103595052978508129e-01,8.942203144654875757e+00
6.617702904914012363e-01,8.250035676869881485e+00
5.881039880519906005e-01,
9.292137754022222751e-01,7.380521339247805734e+00
4.127751734012941043e-01,1.922122121730351907e-01
9.163243054293759293e-01,1.046048551962279127e+01
4.796674460914257532e-01,4.197471469503288866e-01
8.869464877771355837e-01,
2.996484250097085633e-01,
7.681252008863306280e-01,
1.016051151866642632e-01,-2.225338587517693423e+00
5.260530592040590925e-01,6.957873200583362561e+00
9.010909647979848947e-01,9.752659218013235431e+00
4.132763861741610700e-01,-1.470718225432685600e-01
5.740460129082592955e-01,6.607645210375532763e+00
9.164905995538806804e-01,8.519346801426019411e+00
9.335681378658828855e-01,
6.447004933293680740e-01,8.186955500221039017e+00
3.494987579833238600e-01,2.960405332716855575e-01
1.172659277795694566e-01,
4.568197327174028377e-01,
9.472585670364901400e-01,7.948800893707718807e+00
3.922769906467373779e-01,-1.164377994844652431e+00
3.609446627945711583e-03,-1.547287985884002293e+00
9.231821001167334062e-01,
8.229385017004899883e-01,8.794467326790277539e+00
1.249045813491722612e-01,-5.568190382834075081e-01
6.157996130121577982e-01,
2.534985716428642677e-01,-1.622761220801526072e+00
2.014583188978646966e-02,-1.514689861650639680e+00
1.904080777704260097e-01,-2.348382589613283500e+00
8.373957036015303723e-01,
5.488799600011725621e-01,6.855604016016084046e+00
2.670845433812796266e-03,-1.583769920628087302e+00
8.060151137819805411e-01,
2.524725003328739392e-01,2.220464801851540493e-01
2.145779514485245398e-01,
7.882587314825663105e-01,
3.706847788752698492e-02,
6.630042626672826289e-01,7.748026550038000337e+00
7.874865941029907113e-02,
5.486056508376419005e-01,7.175548182418678422e+00
2.650434185653349761e-01,
1.966279230370713282e-01,-1.015273505984872759e-01
3.528292525476180996e-01,
1.806507491285413991e-01,-8.354934573509327222e-01
4.445777943833216783e-01,
9.184623522426578202e-01,7.978327869022975527e+00
3.549552037427199380e-01,
2.057022927786299471e-01,
